time,frequency_hz,dlts_v,temperature_k,dlts_pf,bs,ls,f_pulse,u1,ur,time_between_meas,integral_time,specimen_name,dlts_pf_model,p_coef_model,time_constant_power_model,time_constant_model,amplitude_model,rmse_model
2022-04-28 12:48:35,2500.0,-0.7832,263.201,-0.0007832,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.0005844421684324361,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,0.00019875783156756387
2022-04-28 12:48:39,1985.8207,-0.818,263.212,-0.0008179999999999,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.0006978644169929523,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,0.00012013558300694768
2022-04-28 12:48:43,1577.3937,-0.8951,263.213,-0.0008951,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.0008295688135487565,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,6.553118645124352e-05
2022-04-28 12:48:47,1252.9686,-1.038,263.205,-0.001038,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.0009825123356225784,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,5.548766437742168e-05
2022-04-28 12:48:51,995.2686,-1.204,263.208,-0.001204,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.0011600047478565127,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,4.399525214348731e-05
2022-04-28 12:48:55,790.5701,-1.369,263.208,-0.001369,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.0013657030880259461,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,3.2969119740538545e-06
2022-04-28 12:48:59,627.9723,-1.577,263.207,-0.001577,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.0016035730914223945,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,2.65730914223944e-05
2022-04-28 12:49:03,498.8163,-1.846,263.218,-0.001846,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.0018778010185498872,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,3.180101854988724e-05
2022-04-28 12:49:07,396.2239,-2.104,263.216,-0.002104,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.002192630898182934,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,8.863089818293398e-05
2022-04-28 12:49:11,314.7319,-2.509,263.206,-0.002509,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.002552091188751106,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,4.30911887511062e-05
2022-04-28 12:49:15,250.0005,-2.883,263.209,-0.002883,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.00295957339445655,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,7.657339445654981e-05
2022-04-28 12:49:19,198.5825,-3.342,263.203,-0.003342,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.003417205500773417,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,7.520550077341715e-05
2022-04-28 12:49:23,157.7397,-3.886,263.211,-0.003886,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.003924967970810995,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,3.896797081099452e-05
2022-04-28 12:49:27,125.2971,-4.482,263.212,-0.004482,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.004479504857693726,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,2.4951423062734637e-06
2022-04-28 12:49:31,99.5271,-5.107,263.206,-0.005107,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.005072617518365252,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,3.4382481634748045e-05
2022-04-28 12:49:35,79.0571,-5.71,263.204,-0.00571,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.005689521458162184,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,2.0478541837815924e-05
2022-04-28 12:49:39,62.7973,-6.331,263.214,-0.006331,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.00630703124533323,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,2.3968754666770127e-05
2022-04-28 12:49:43,49.8817,-6.919,263.215,-0.006919,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.0068922020303738675,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,2.679796962613227e-05
2022-04-28 12:49:47,39.6224,-7.443,263.216,-0.007443,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.00740209072547268,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,4.090927452731971e-05
2022-04-28 12:49:51,31.4732,-7.807,263.218,-0.007807,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.007785709009140359,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,2.1290990859641062e-05
2022-04-28 12:49:55,25.0001,-7.979,263.217,-0.007979,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.007989332491434674,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,1.0332491434674254e-05
2022-04-28 12:49:58,19.8582,-7.965,263.206,-0.007965,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.007965726876943132,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,7.268769431321986e-07
2022-04-28 12:50:02,15.774,-7.64,263.211,-0.00764,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.007686534244415517,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,4.6534244415517324e-05
2022-04-28 12:50:06,12.5297,-7.146,263.209,-0.007146,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.00715455126393903,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,8.551263939030225e-06
2022-04-28 12:50:10,9.9527,-6.396,263.212,-0.006396,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.006410433352147497,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,1.4433352147497254e-05
2022-04-28 12:50:14,7.9057,-5.536,263.206,-0.0055359999999999,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.005527910511052321,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,8.08948894757966e-06
2022-04-28 12:50:18,6.2797,-4.632,263.217,-0.004632,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.004596371800414131,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,3.562819958586889e-05
2022-04-28 12:50:22,4.9882,-3.731,263.201,-0.003731,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.0036971865459011826,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,3.38134540988173e-05
2022-04-28 12:50:26,3.9622,-2.855,263.21,-0.002855,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.002885342623620182,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,3.0342623620182013e-05
2022-04-28 12:50:30,3.1473,-2.178,263.2,-0.002178,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.002186210536874038,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,8.210536874038096e-06
2022-04-28 12:50:34,2.5,-1.589,263.213,-0.001589,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.001603497291195734,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,1.449729119573401e-05
2022-04-28 12:50:38,1.9858,-1.061,263.203,-0.0010609999999999,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.0011310432379189102,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,7.004323791901033e-05
2022-04-28 12:50:42,1.5774,-0.7898,263.203,-0.0007897999999999,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.0007599458389538204,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,2.9854161046079632e-05
2022-04-28 12:50:46,1.253,-0.5574,263.203,-0.0005574,1,100,20.0,-1.0,-4.0,3.5,3.0,КТ117№1 п1(база 2),-0.00048032748520348244,0.7015010254807515,-1.712961468357125,0.0193659377554616,-0.008009322848685134,7.707251479651756e-05
