time,frequency_hz,dlts_v,temperature_k,dlts_pf,bs,ls,f_pulse,u1,ur,time_between_meas,integral_time,specimen_name,dlts_pf_model,p_coef_model,time_constant_power_model,time_constant_model,amplitude_model,rmse_model
2022-04-28 13:39:29,2500.0,-0.7187,263.2,-0.0007187,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.000469414150328429,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,0.00024928584967157097
2022-04-28 13:39:33,1985.8207,-0.7523,263.198,-0.0007523,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.0005662977264203188,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,0.00018600227357968126
2022-04-28 13:39:37,1577.3937,-0.789,263.196,-0.000789,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.0006799840479223799,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,0.00010901595207762004
2022-04-28 13:39:41,1252.9686,-0.8702,263.192,-0.0008702,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.000813385402150456,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,5.681459784954404e-05
2022-04-28 13:39:45,995.2686,-1.016,263.203,-0.001016,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.000969818607195558,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,4.6181392804441924e-05
2022-04-28 13:39:49,790.5701,-1.188,263.192,-0.001188,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.0011530209864428998,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,3.497901355710019e-05
2022-04-28 13:39:53,627.9723,-1.396,263.195,-0.0013959999999999,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.0013671404241041047,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,2.8859575895795247e-05
2022-04-28 13:39:57,498.8163,-1.587,263.203,-0.0015869999999999,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.0016166842438664552,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,2.9684243866555295e-05
2022-04-28 13:40:01,396.2239,-1.86,263.197,-0.00186,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.001906403276136815,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,4.6403276136814785e-05
2022-04-28 13:40:05,314.7319,-2.209,263.196,-0.002209,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.00224107601181586,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,3.207601181586016e-05
2022-04-28 13:40:09,250.0005,-2.569,263.197,-0.002569,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.0026251541469608573,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,5.615414696085721e-05
2022-04-28 13:40:13,198.5825,-3.028,263.191,-0.003028,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.003062209123470956,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,3.4209123470956004e-05
2022-04-28 13:40:17,157.7397,-3.547,263.195,-0.003547,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.0035541180596409838,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,7.11805964098396e-06
2022-04-28 13:40:21,125.2971,-4.097,263.197,-0.004097,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.004099923794660309,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,2.9237946603090717e-06
2022-04-28 13:40:25,99.5271,-4.677,263.2,-0.004677,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.004694325265034279,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,1.732526503427957e-05
2022-04-28 13:40:29,79.0571,-5.264,263.186,-0.005264,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.005325830004645153,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,6.183000464515375e-05
2022-04-28 13:40:33,62.7973,-5.947,263.198,-0.005947,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.005974664442167067,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,2.766444216706701e-05
2022-04-28 13:40:37,49.8817,-6.631,263.192,-0.006631,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.006610890906821432,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,2.0109093178568085e-05
2022-04-28 13:40:41,39.6224,-7.248,263.192,-0.007248,1,100,20.0,-2.0,-8.0,3.5,3.0,КТ117№1 п1(база 2),-0.0071933275366249565,0.7412676424353154,-1.6659306381149537,0.021580890535775422,-0.008079736696477817,5.46724633750436e-05
