time,frequency_hz,dlts_v,temperature_k,dlts_pf,bs,ls,f_pulse,u1,ur,time_between_meas,integral_time,specimen_name,dlts_pf_model,p_coef_model,time_constant_power_model,time_constant_model,amplitude_model,rmse_model
2022-04-28 12:34:03,2500.0,-0.3181,263.21,-0.0006362,1,200,20.0,-1.0,-7.0,3.5,3.0,КТ117№1 п1(база 2),-0.00048579657061335234,0.774235239954465,-1.6534907290705059,0.022207990905740136,-0.009700799570534149,0.00015040342938664762
2022-04-28 12:34:07,1985.8207,-0.3688,263.209,-0.0007376,1,200,20.0,-1.0,-7.0,3.5,3.0,КТ117№1 п1(база 2),-0.0005910049479480237,0.774235239954465,-1.6534907290705059,0.022207990905740136,-0.009700799570534149,0.00014659505205197635
2022-04-28 12:34:11,1577.3937,-0.4016,263.205,-0.0008032,1,200,20.0,-1.0,-7.0,3.5,3.0,КТ117№1 п1(база 2),-0.0007154984776672758,0.774235239954465,-1.6534907290705059,0.022207990905740136,-0.009700799570534149,8.77015223327242e-05
2022-04-28 12:34:15,1252.9686,-0.461,263.212,-0.000922,1,200,20.0,-1.0,-7.0,3.5,3.0,КТ117№1 п1(база 2),-0.0008627880593638682,0.774235239954465,-1.6534907290705059,0.022207990905740136,-0.009700799570534149,5.92119406361318e-05
2022-04-28 12:34:19,995.2686,-0.5342,263.203,-0.0010684,1,200,20.0,-1.0,-7.0,3.5,3.0,КТ117№1 п1(база 2),-0.001036915390731288,0.774235239954465,-1.6534907290705059,0.022207990905740136,-0.009700799570534149,3.14846092687119e-05
2022-04-28 12:34:23,790.5701,-0.6212,263.214,-0.0012423999999999,1,200,20.0,-1.0,-7.0,3.5,3.0,КТ117№1 п1(база 2),-0.0012424868261015482,0.774235239954465,-1.6534907290705059,0.022207990905740136,-0.009700799570534149,8.682610164807876e-08
2022-04-28 12:34:27,627.9723,-0.735,263.209,-0.00147,1,200,20.0,-1.0,-7.0,3.5,3.0,КТ117№1 п1(база 2),-0.0014846794822186457,0.774235239954465,-1.6534907290705059,0.022207990905740136,-0.009700799570534149,1.4679482218645738e-05
2022-04-28 12:34:31,498.8163,-0.8798,263.204,-0.0017596,1,200,20.0,-1.0,-7.0,3.5,3.0,КТ117№1 п1(база 2),-0.001769201110574071,0.774235239954465,-1.6534907290705059,0.022207990905740136,-0.009700799570534149,9.601110574070874e-06
2022-04-28 12:34:35,396.2239,-1.03,263.201,-0.00206,1,200,20.0,-1.0,-7.0,3.5,3.0,КТ117№1 п1(база 2),-0.0021021747902806496,0.774235239954465,-1.6534907290705059,0.022207990905740136,-0.009700799570534149,4.217479028064937e-05
2022-04-28 12:34:39,314.7319,-1.221,263.204,-0.002442,1,200,20.0,-1.0,-7.0,3.5,3.0,КТ117№1 п1(база 2),-0.00248990484807577,0.774235239954465,-1.6534907290705059,0.022207990905740136,-0.009700799570534149,4.7904848075769856e-05
