time,frequency_hz,dlts_v,temperature_k,dlts_pf,bs,ls,f_pulse,u1,ur,time_between_meas,integral_time,specimen_name,dlts_pf_model,p_coef_model,time_constant_power_model,time_constant_model,amplitude_model,rmse_model
2022-05-05 12:06:15,2500.0,-4.403,283.128,-0.0008805999999999,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0008319511336335585,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,4.86488663663415e-05
2022-05-05 12:06:19,1985.8207,-4.679,283.124,-0.0009358,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0009166430438624918,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,1.9156956137508134e-05
2022-05-05 12:06:23,1577.3937,-5.127,283.137,-0.0010253999999999,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0010031869145262589,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,2.2213085473641063e-05
2022-05-05 12:06:27,1252.9686,-5.459,283.133,-0.0010918,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0010900883711479213,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,1.7116288520786435e-06
2022-05-05 12:06:31,995.2686,-5.837,283.136,-0.0011673999999999,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.001175158756692506,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,7.758756692605997e-06
2022-05-05 12:06:35,790.5701,-6.329,283.126,-0.0012657999999999,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.001255412701357035,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,1.0387298642864935e-05
2022-05-05 12:06:39,627.9723,-6.47,283.128,-0.001294,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.001327018251053774,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,3.301825105377402e-05
2022-05-05 12:06:43,498.8163,-6.723,283.131,-0.0013446,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0013853583417249408,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,4.0758341724940776e-05
2022-05-05 12:06:47,396.2239,-7.111,283.136,-0.0014222,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0014252783537741316,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,3.078353774131626e-06
2022-05-05 12:06:51,314.7319,-7.057,283.135,-0.0014114,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0014415957544758147,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,3.0195754475814728e-05
2022-05-05 12:06:55,250.0005,-6.974,283.134,-0.0013948,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.001429911599070145,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,3.511159907014483e-05
2022-05-05 12:06:59,198.5825,-6.958,283.126,-0.0013916,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0013876601107147672,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,3.939889285232805e-06
2022-05-05 12:07:02,157.7397,-6.685,283.128,-0.0013369999999999,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0013151605720715471,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,2.1839427928352752e-05
2022-05-05 12:07:06,125.2971,-6.245,283.134,-0.001249,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.001216242311720085,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,3.2757688279914845e-05
2022-05-05 12:07:10,99.5271,-5.819,283.124,-0.0011638,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0010979516357975541,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,6.584836420244584e-05
2022-05-05 12:07:14,79.0571,-4.988,283.135,-0.0009976,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0009691161843625138,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,2.84838156374862e-05
2022-05-05 12:07:18,62.7973,-4.202,283.132,-0.0008404,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0008381972768717184,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,2.2027231282816234e-06
2022-05-05 12:07:22,49.8817,-3.606,283.127,-0.0007212,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0007114563344168169,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,9.743665583183069e-06
2022-05-05 12:07:26,39.6224,-2.829,283.124,-0.0005658,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0005924137932845446,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,2.661379328454459e-05
2022-05-05 12:07:30,31.4732,-2.118,283.133,-0.0004236,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0004826103050061967,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,5.90103050061967e-05
2022-05-05 12:07:34,25.0001,-1.725,283.123,-0.000345,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0003827729794905686,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,3.777297949056861e-05
2022-05-05 12:07:38,19.8582,-1.353,283.125,-0.0002706,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.0002935771860525512,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,2.2977186052551167e-05
2022-05-05 12:07:42,15.774,-1.069,283.137,-0.0002138,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.000215867951873459,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,2.067951873459007e-06
2022-05-05 12:07:46,12.5297,-0.4938,283.133,-9.876e-05,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-0.00015051752283801577,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,5.1757522838015774e-05
2022-05-05 12:07:50,9.9527,-0.3693,283.125,-7.386e-05,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-9.816439737755033e-05,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,2.430439737755033e-05
2022-05-05 12:07:54,7.9057,-0.5704,283.124,-0.00011408,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-5.885283043019675e-05,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,5.522716956980326e-05
2022-05-05 12:07:58,6.2797,-0.5415,283.125,-0.0001082999999999,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-3.1736691656971574e-05,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,7.656330834292843e-05
2022-05-05 12:08:02,4.9882,-0.2571,283.129,-5.142e-05,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-1.4977743220136499e-05,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,3.64422567798635e-05
2022-05-05 12:08:06,3.9622,0.0853,283.139,1.706e-05,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-5.975216731258621e-06,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,2.303521673125862e-05
2022-05-05 12:08:10,3.1473,-0.0035,283.132,-7e-07,1,20,20.0,-8.0,-10.0,3.5,3.0,КТ117№1 п1(база 2),-1.929667495858865e-06,0.4446631322164675,-2.8497144570531687,0.001413466574979602,-0.0014417479887090332,1.229667495858865e-06
