time,frequency_hz,dlts_v,temperature_k,dlts_pf,bs,ls,f_pulse,u1,ur,time_between_meas,integral_time,specimen_name,dlts_pf_model,p_coef_model,time_constant_power_model,time_constant_model,amplitude_model,rmse_model
2022-05-06 14:52:25,2500.0,-3.817,303.415,-0.003817,1,100,20.0,-8.0,-12.0,3.5,3.0,КТ117№1 п1(база 2),-0.003606998101671007,0.592321388209181,-3.3290670556863877,0.00046874100227945045,-0.0045467725030698064,0.00021000189832899325
2022-05-06 14:52:29,1985.8207,-3.951,303.42,-0.003951,1,100,20.0,-8.0,-12.0,3.5,3.0,КТ117№1 п1(база 2),-0.003935825461153417,0.592321388209181,-3.3290670556863877,0.00046874100227945045,-0.0045467725030698064,1.5174538846582548e-05
2022-05-06 14:52:33,1577.3937,-4.115,303.414,-0.004115,1,100,20.0,-8.0,-12.0,3.5,3.0,КТ117№1 п1(база 2),-0.004216141148358082,0.592321388209181,-3.3290670556863877,0.00046874100227945045,-0.0045467725030698064,0.00010114114835808267
2022-05-06 14:52:37,1252.9686,-4.324,303.413,-0.004324,1,100,20.0,-8.0,-12.0,3.5,3.0,КТ117№1 п1(база 2),-0.004423984806612963,0.592321388209181,-3.3290670556863877,0.00046874100227945045,-0.0045467725030698064,9.998480661296306e-05
2022-05-06 14:52:41,995.2686,-4.469,303.414,-0.004469,1,100,20.0,-8.0,-12.0,3.5,3.0,КТ117№1 п1(база 2),-0.004534627267408768,0.592321388209181,-3.3290670556863877,0.00046874100227945045,-0.0045467725030698064,6.562726740876827e-05
2022-05-06 14:52:45,790.5701,-4.48,303.42,-0.00448,1,100,20.0,-8.0,-12.0,3.5,3.0,КТ117№1 п1(база 2),-0.0045267652122977006,0.592321388209181,-3.3290670556863877,0.00046874100227945045,-0.0045467725030698064,4.676521229770095e-05
2022-05-06 14:52:49,627.9723,-4.391,303.42,-0.004391,1,100,20.0,-8.0,-12.0,3.5,3.0,КТ117№1 п1(база 2),-0.004388000941708692,0.592321388209181,-3.3290670556863877,0.00046874100227945045,-0.0045467725030698064,2.999058291307602e-06
2022-05-06 14:52:53,498.8163,-4.153,303.418,-0.004153,1,100,20.0,-8.0,-12.0,3.5,3.0,КТ117№1 п1(база 2),-0.004120248230093496,0.592321388209181,-3.3290670556863877,0.00046874100227945045,-0.0045467725030698064,3.275176990650327e-05
2022-05-06 14:52:57,396.2239,-3.844,303.414,-0.0038439999999999,1,100,20.0,-8.0,-12.0,3.5,3.0,КТ117№1 п1(база 2),-0.003742697705314439,0.592321388209181,-3.3290670556863877,0.00046874100227945045,-0.0045467725030698064,0.00010130229468546109
2022-05-06 14:53:01,314.7319,-3.342,303.41,-0.003342,1,100,20.0,-8.0,-12.0,3.5,3.0,КТ117№1 п1(база 2),-0.0032898583803617964,0.592321388209181,-3.3290670556863877,0.00046874100227945045,-0.0045467725030698064,5.21416196382035e-05
2022-05-06 14:53:05,250.0005,-2.846,303.415,-0.002846,1,100,20.0,-8.0,-12.0,3.5,3.0,КТ117№1 п1(база 2),-0.0028039137085016565,0.592321388209181,-3.3290670556863877,0.00046874100227945045,-0.0045467725030698064,4.2086291498343465e-05
2022-05-06 14:53:08,198.5825,-2.333,303.41,-0.002333,1,100,20.0,-8.0,-12.0,3.5,3.0,КТ117№1 п1(база 2),-0.002324025461667706,0.592321388209181,-3.3290670556863877,0.00046874100227945045,-0.0045467725030698064,8.974538332293808e-06
