time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:18:44    47.8247;  10.0092;  283.159;
13:18:48    47.8261;  10.0169;  283.167;
13:18:51    47.8261;  10.0166;  283.167;
13:18:54    47.8265;  10.0189;  283.169;
13:18:58    47.8258;  10.0148;  283.165;
13:19:01    47.8269;  10.0213;  283.171;
13:19:05    47.8265;  10.019;  283.169;
13:19:08    47.8257;  10.0147;  283.165;
13:19:12    47.8259;  10.0157;  283.166;
13:19:15    47.8263;  10.0177;  283.168;
13:19:18    47.8264;  10.0186;  283.169;
13:19:22    47.8244;  10.0077;  283.158;
13:19:25    47.8255;  10.0136;  283.164;
13:19:29    47.8242;  10.0065;  283.157;
13:19:32    47.8279;  10.0268;  283.177;
13:19:35    47.8266;  10.0195;  283.169;
13:19:39    47.8262;  10.0173;  283.167;
13:19:42    47.8261;  10.0169;  283.167;
13:19:46    47.8241;  10.0059;  283.156;
13:19:49    47.8261;  10.017;  283.167;
13:19:53    47.8256;  10.0141;  283.164;
13:19:56    47.8236;  10.003;  283.153;
13:19:59    47.8261;  10.0165;  283.166;
13:20:03    47.826;  10.0163;  283.166;
13:20:06    47.8262;  10.0173;  283.167;
13:20:10    47.8276;  10.0249;  283.175;
13:20:13    47.826;  10.0163;  283.166;
13:20:17    47.8256;  10.0138;  283.164;
13:20:20    47.8241;  10.0058;  283.156;
13:20:23    47.8226;  9.9975;  283.147;
13:20:27    47.8216;  9.99212;  283.142;
13:20:30    47.8224;  9.99631;  283.146;
13:20:34    47.8208;  9.98789;  283.138;
13:20:37    47.8208;  9.98775;  283.138;
13:20:41    47.821;  9.98851;  283.139;
13:20:44    47.8237;  10.0033;  283.153;
13:20:47    47.8211;  9.98935;  283.139;
13:20:51    47.8226;  9.99746;  283.147;
13:20:54    47.8212;  9.98993;  283.14;
13:20:58    47.8235;  10.0026;  283.153;
13:21:01    47.8212;  9.98972;  283.14;
13:21:04    47.8223;  9.99578;  283.146;
13:21:08    47.8211;  9.9891;  283.139;
13:21:11    47.8238;  10.0039;  283.154;
13:21:15    47.8221;  9.99464;  283.145;
13:21:18    47.8213;  9.99039;  283.14;
13:21:21    47.822;  9.99423;  283.144;
13:21:25    47.8219;  9.99394;  283.144;
