time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:04:39    47.822;  9.99415;  283.144;
11:04:42    47.8231;  10.0001;  283.15;
11:04:46    47.8219;  9.99344;  283.143;
11:04:49    47.8235;  10.0026;  283.153;
11:04:53    47.8238;  10.0041;  283.154;
11:04:56    47.8249;  10.0101;  283.16;
11:04:59    47.824;  10.0052;  283.155;
11:05:03    47.8219;  9.99392;  283.144;
11:05:06    47.8244;  10.0073;  283.157;
11:05:10    47.8218;  9.99302;  283.143;
11:05:13    47.8231;  10.0005;  283.151;
11:05:16    47.8232;  10.0008;  283.151;
11:05:20    47.8224;  9.99666;  283.147;
11:05:23    47.8231;  10.0004;  283.15;
11:05:27    47.8244;  10.0073;  283.157;
11:05:30    47.8243;  10.0071;  283.157;
11:05:34    47.8242;  10.0064;  283.156;
11:05:37    47.8234;  10.0018;  283.152;
11:05:40    47.8239;  10.0049;  283.155;
11:05:44    47.8229;  9.99928;  283.149;
11:05:47    47.8241;  10.0059;  283.156;
11:05:51    47.8235;  10.0025;  283.153;
11:05:54    47.8214;  9.99071;  283.141;
11:05:58    47.8216;  9.99211;  283.142;
11:06:01    47.823;  9.99994;  283.15;
11:06:04    47.8223;  9.99608;  283.146;
11:06:08    47.8226;  9.99729;  283.147;
11:06:11    47.8236;  10.0031;  283.153;
11:06:15    47.8212;  9.99004;  283.14;
11:06:18    47.823;  9.99958;  283.15;
11:06:22    47.8222;  9.99518;  283.145;
11:06:25    47.8225;  9.99693;  283.147;
11:06:28    47.8226;  9.99774;  283.148;
11:06:32    47.8231;  10.0003;  283.15;
11:06:35    47.821;  9.98866;  283.139;
11:06:39    47.8227;  9.99828;  283.148;
11:06:42    47.8234;  10.0019;  283.152;
11:06:46    47.8219;  9.9935;  283.143;
11:06:49    47.8227;  9.99815;  283.148;
11:06:52    47.8228;  9.99871;  283.149;
11:06:56    47.8225;  9.99691;  283.147;
11:06:59    47.8237;  10.0037;  283.154;
11:07:03    47.8241;  10.0058;  283.156;
11:07:06    47.8238;  10.0042;  283.154;
11:07:09    47.8236;  10.003;  283.153;
11:07:13    47.8233;  10.0014;  283.151;
11:07:16    47.8243;  10.0068;  283.157;
