time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:37:40    51.5041;  30.2823;  303.432;
15:37:44    51.5049;  30.2865;  303.437;
15:37:47    51.5041;  30.2824;  303.432;
15:37:51    51.5035;  30.2787;  303.429;
15:37:54    51.5042;  30.2829;  303.433;
15:37:57    51.5027;  30.2747;  303.425;
15:38:01    51.5029;  30.2758;  303.426;
15:38:04    51.5019;  30.2702;  303.42;
15:38:08    51.5027;  30.2746;  303.425;
15:38:11    51.5028;  30.275;  303.425;
15:38:14    51.5038;  30.2806;  303.431;
15:38:18    51.5047;  30.2854;  303.435;
15:38:21    51.5036;  30.2792;  303.429;
15:38:25    51.5039;  30.281;  303.431;
15:38:28    51.5035;  30.2787;  303.429;
15:38:31    51.5031;  30.2765;  303.426;
15:38:35    51.5038;  30.2803;  303.43;
15:38:38    51.5037;  30.2797;  303.43;
15:38:42    51.5046;  30.2851;  303.435;
15:38:45    51.5042;  30.2829;  303.433;
15:38:49    51.5019;  30.2698;  303.42;
15:38:52    51.502;  30.2708;  303.421;
15:38:56    51.5035;  30.2791;  303.429;
15:38:59    51.5025;  30.2731;  303.423;
15:39:02    51.505;  30.2869;  303.437;
15:39:06    51.5014;  30.2673;  303.417;
15:39:09    51.5026;  30.2737;  303.424;
15:39:12    51.5039;  30.2812;  303.431;
15:39:16    51.5013;  30.2669;  303.417;
15:39:19    51.5024;  30.2729;  303.423;
15:39:23    51.5026;  30.274;  303.424;
15:39:26    51.5026;  30.274;  303.424;
15:39:30    51.5012;  30.2663;  303.416;
15:39:33    51.5019;  30.2702;  303.42;
15:39:36    51.5021;  30.271;  303.421;
15:39:40    51.5021;  30.2712;  303.421;
15:39:43    51.5014;  30.2671;  303.417;
15:39:47    51.5029;  30.2755;  303.426;
15:39:50    51.5045;  30.2843;  303.434;
15:39:53    51.5032;  30.2772;  303.427;
15:39:57    51.5029;  30.2757;  303.426;
15:40:00    51.5032;  30.2774;  303.427;
15:40:04    51.505;  30.287;  303.437;
15:40:07    51.5047;  30.2853;  303.435;
15:40:11    51.5045;  30.2842;  303.434;
15:40:14    51.5032;  30.2773;  303.427;
15:40:18    51.5034;  30.2785;  303.428;
