time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:14:09    47.8222;  9.99546;  283.145;
12:14:12    47.8236;  10.0031;  283.153;
12:14:16    47.8205;  9.98586;  283.136;
12:14:19    47.8212;  9.98979;  283.14;
12:14:23    47.8218;  9.99288;  283.143;
12:14:26    47.8209;  9.98829;  283.138;
12:14:29    47.8223;  9.9956;  283.146;
12:14:33    47.8226;  9.99764;  283.148;
12:14:36    47.8224;  9.99643;  283.146;
12:14:40    47.8228;  9.99847;  283.148;
12:14:43    47.8203;  9.98465;  283.135;
12:14:46    47.8199;  9.98241;  283.132;
12:14:50    47.8211;  9.98926;  283.139;
12:14:53    47.8234;  10.0021;  283.152;
12:14:57    47.8231;  10.0001;  283.15;
12:15:00    47.8209;  9.98822;  283.138;
12:15:04    47.8217;  9.99257;  283.143;
12:15:07    47.8222;  9.99541;  283.145;
12:15:10    47.8218;  9.99288;  283.143;
12:15:14    47.8219;  9.99344;  283.143;
12:15:17    47.8188;  9.97688;  283.127;
12:15:21    47.8208;  9.98787;  283.138;
12:15:24    47.8207;  9.98728;  283.137;
12:15:28    47.8214;  9.9911;  283.141;
12:15:31    47.8229;  9.99897;  283.149;
12:15:34    47.822;  9.99427;  283.144;
12:15:38    47.8228;  9.99887;  283.149;
12:15:41    47.8215;  9.99126;  283.141;
12:15:45    47.8224;  9.99648;  283.146;
12:15:48    47.8191;  9.97834;  283.128;
12:15:51    47.8186;  9.97574;  283.126;
12:15:55    47.8191;  9.9781;  283.128;
12:15:58    47.8204;  9.98532;  283.135;
12:16:02    47.8208;  9.98777;  283.138;
12:16:05    47.82;  9.98309;  283.133;
12:16:09    47.8228;  9.99853;  283.149;
12:16:12    47.8217;  9.99257;  283.143;
12:16:15    47.822;  9.99424;  283.144;
12:16:19    47.8211;  9.98946;  283.139;
12:16:22    47.8218;  9.99303;  283.143;
12:16:26    47.8212;  9.98977;  283.14;
12:16:29    47.8232;  10.0007;  283.151;
12:16:32    47.8214;  9.99102;  283.141;
12:16:36    47.8224;  9.99625;  283.146;
12:16:39    47.8194;  9.97979;  283.13;
12:16:43    47.8221;  9.9948;  283.145;
12:16:46    47.8199;  9.98242;  283.132;
12:16:50    47.8227;  9.99785;  283.148;
12:16:53    47.8212;  9.99001;  283.14;
12:16:56    47.822;  9.99405;  283.144;
12:17:00    47.8228;  9.99841;  283.148;
12:17:03    47.8215;  9.99149;  283.141;
12:17:07    47.8222;  9.99505;  283.145;
12:17:10    47.8197;  9.98168;  283.132;
