time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:38:25    51.4964;  30.2394;  303.389;
11:38:29    51.4966;  30.2408;  303.391;
11:38:32    51.4948;  30.2307;  303.381;
11:38:36    51.4957;  30.2359;  303.386;
11:38:39    51.4979;  30.2481;  303.398;
11:38:42    51.4965;  30.2399;  303.39;
11:38:46    51.4962;  30.2385;  303.388;
11:38:49    51.4954;  30.2343;  303.384;
11:38:52    51.4969;  30.2425;  303.392;
11:38:56    51.4975;  30.2457;  303.396;
11:38:59    51.4962;  30.2383;  303.388;
11:39:03    51.4956;  30.2352;  303.385;
11:39:06    51.4961;  30.2381;  303.388;
11:39:10    51.4963;  30.2392;  303.389;
11:39:13    51.4966;  30.2408;  303.391;
11:39:16    51.4963;  30.2388;  303.389;
11:39:20    51.4949;  30.2315;  303.382;
11:39:23    51.4939;  30.2255;  303.376;
11:39:27    51.4952;  30.2331;  303.383;
11:39:30    51.4946;  30.2299;  303.38;
11:39:33    51.4972;  30.2441;  303.394;
11:39:37    51.4955;  30.2346;  303.385;
11:39:40    51.4947;  30.2305;  303.38;
11:39:44    51.4946;  30.2295;  303.38;
11:39:47    51.4948;  30.2309;  303.381;
11:39:51    51.4958;  30.2361;  303.386;
11:39:54    51.4957;  30.2355;  303.385;
11:39:58    51.4959;  30.2369;  303.387;
11:40:01    51.4954;  30.2341;  303.384;
11:40:04    51.4962;  30.2383;  303.388;
11:40:08    51.4936;  30.224;  303.374;
11:40:11    51.4955;  30.2346;  303.385;
11:40:14    51.4961;  30.2381;  303.388;
11:40:18    51.4961;  30.2378;  303.388;
11:40:21    51.4955;  30.2345;  303.385;
11:40:25    51.4963;  30.2393;  303.389;
11:40:28    51.4957;  30.236;  303.386;
11:40:32    51.4959;  30.2371;  303.387;
11:40:35    51.4959;  30.2371;  303.387;
11:40:38    51.4941;  30.2269;  303.377;
11:40:42    51.4956;  30.2352;  303.385;
11:40:45    51.4967;  30.2412;  303.391;
11:40:49    51.4971;  30.2437;  303.394;
11:40:52    51.4957;  30.2357;  303.386;
11:40:55    51.4953;  30.2338;  303.384;
11:40:59    51.4978;  30.2471;  303.397;
11:41:02    51.4966;  30.2409;  303.391;
11:41:06    51.4964;  30.2397;  303.39;
