time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:52:38    44.1736;  -9.98763;  263.162;
14:52:42    44.1722;  -9.9951;  263.155;
14:52:45    44.1732;  -9.98976;  263.16;
14:52:49    44.1732;  -9.98999;  263.16;
14:52:52    44.1736;  -9.98768;  263.162;
14:52:55    44.1707;  -10.0034;  263.147;
14:52:59    44.1723;  -9.99492;  263.155;
14:53:02    44.1716;  -9.99864;  263.151;
14:53:06    44.1723;  -9.99474;  263.155;
14:53:09    44.1724;  -9.99441;  263.156;
14:53:13    44.1716;  -9.99848;  263.152;
14:53:16    44.1732;  -9.98983;  263.16;
14:53:20    44.1722;  -9.99542;  263.155;
14:53:23    44.1724;  -9.99423;  263.156;
14:53:26    44.1731;  -9.99047;  263.16;
14:53:30    44.1745;  -9.98259;  263.167;
14:53:33    44.1707;  -10.0035;  263.146;
14:53:37    44.172;  -9.9963;  263.154;
14:53:40    44.1711;  -10.001;  263.149;
14:53:43    44.1727;  -9.99246;  263.158;
14:53:47    44.1725;  -9.99351;  263.156;
14:53:50    44.1701;  -10.0069;  263.143;
14:53:54    44.1714;  -9.99937;  263.151;
14:53:57    44.1728;  -9.99191;  263.158;
14:54:01    44.1728;  -9.99217;  263.158;
14:54:04    44.1727;  -9.99249;  263.158;
14:54:07    44.1716;  -9.99859;  263.151;
14:54:11    44.1718;  -9.99752;  263.152;
14:54:14    44.1712;  -10.0007;  263.149;
14:54:18    44.1732;  -9.98985;  263.16;
14:54:21    44.1731;  -9.99046;  263.16;
14:54:24    44.1733;  -9.98905;  263.161;
14:54:28    44.1723;  -9.99477;  263.155;
14:54:31    44.1723;  -9.99482;  263.155;
14:54:35    44.1711;  -10.001;  263.149;
14:54:38    44.1727;  -9.99274;  263.157;
14:54:42    44.172;  -9.9962;  263.154;
14:54:45    44.1734;  -9.98872;  263.161;
14:54:48    44.1713;  -10.0001;  263.15;
14:54:52    44.1728;  -9.99197;  263.158;
14:54:55    44.1726;  -9.99306;  263.157;
14:54:59    44.1721;  -9.99601;  263.154;
14:55:02    44.1733;  -9.98918;  263.161;
14:55:06    44.1727;  -9.99247;  263.158;
14:55:09    44.1733;  -9.98922;  263.161;
14:55:12    44.1726;  -9.99299;  263.157;
14:55:16    44.1746;  -9.98211;  263.168;
