time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:20:43    44.1708;  -10.0027;  263.147;
14:20:47    44.1709;  -10.0025;  263.148;
14:20:50    44.1714;  -9.99984;  263.15;
14:20:54    44.1701;  -10.0067;  263.143;
14:20:57    44.1701;  -10.0065;  263.143;
14:21:01    44.1724;  -9.99416;  263.156;
14:21:04    44.1697;  -10.0089;  263.141;
14:21:07    44.1708;  -10.0026;  263.147;
14:21:11    44.1706;  -10.0041;  263.146;
14:21:14    44.1702;  -10.0062;  263.144;
14:21:18    44.1688;  -10.0139;  263.136;
14:21:21    44.1691;  -10.0123;  263.138;
14:21:24    44.1701;  -10.0064;  263.144;
14:21:28    44.1702;  -10.0063;  263.144;
14:21:31    44.1705;  -10.0043;  263.146;
14:21:35    44.1713;  -10.0003;  263.15;
14:21:38    44.1698;  -10.0086;  263.141;
14:21:42    44.1715;  -9.99927;  263.151;
14:21:45    44.1688;  -10.0141;  263.136;
14:21:49    44.1689;  -10.013;  263.137;
14:21:52    44.1711;  -10.0012;  263.149;
14:21:55    44.1698;  -10.0086;  263.141;
14:21:59    44.1708;  -10.0028;  263.147;
14:22:02    44.1715;  -9.99907;  263.151;
14:22:06    44.1711;  -10.0013;  263.149;
14:22:09    44.1706;  -10.0038;  263.146;
14:22:12    44.1704;  -10.0053;  263.145;
14:22:16    44.1701;  -10.0066;  263.143;
14:22:19    44.1705;  -10.0045;  263.145;
14:22:23    44.1683;  -10.0166;  263.133;
14:22:26    44.17;  -10.007;  263.143;
14:22:30    44.1691;  -10.0122;  263.138;
14:22:33    44.1703;  -10.0056;  263.144;
14:22:37    44.1701;  -10.0068;  263.143;
14:22:40    44.1701;  -10.0067;  263.143;
14:22:43    44.1684;  -10.0159;  263.134;
14:22:47    44.1702;  -10.006;  263.144;
14:22:50    44.1697;  -10.009;  263.141;
14:22:54    44.1708;  -10.0028;  263.147;
14:22:57    44.1687;  -10.0144;  263.136;
14:23:00    44.1703;  -10.0056;  263.144;
14:23:04    44.1692;  -10.0116;  263.138;
14:23:07    44.1703;  -10.0055;  263.145;
14:23:11    44.1684;  -10.0158;  263.134;
