time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:21:42    51.5004;  30.2616;  303.412;
14:21:46    51.5022;  30.2714;  303.421;
14:21:49    51.5013;  30.2664;  303.416;
14:21:52    51.502;  30.2704;  303.42;
14:21:56    51.5017;  30.2691;  303.419;
14:21:59    51.5012;  30.2663;  303.416;
14:22:03    51.5015;  30.2679;  303.418;
14:22:06    51.501;  30.265;  303.415;
14:22:09    51.5009;  30.2646;  303.415;
14:22:13    51.5015;  30.2677;  303.418;
14:22:16    51.5008;  30.2641;  303.414;
14:22:20    51.5016;  30.2683;  303.418;
14:22:23    51.5007;  30.2634;  303.413;
14:22:27    51.5022;  30.2719;  303.422;
14:22:30    51.4997;  30.2579;  303.408;
14:22:33    51.5002;  30.2606;  303.411;
14:22:37    51.5009;  30.2643;  303.414;
14:22:40    51.5002;  30.2604;  303.41;
14:22:44    51.5018;  30.2694;  303.419;
14:22:47    51.5004;  30.2615;  303.412;
14:22:51    51.5006;  30.2629;  303.413;
14:22:54    51.5005;  30.2621;  303.412;
14:22:57    51.5;  30.2594;  303.409;
14:23:01    51.5;  30.2598;  303.41;
14:23:04    51.5004;  30.2619;  303.412;
14:23:08    51.4994;  30.2565;  303.406;
14:23:11    51.5002;  30.2606;  303.411;
14:23:15    51.5012;  30.2664;  303.416;
14:23:18    51.5027;  30.2746;  303.425;
14:23:21    51.5005;  30.2623;  303.412;
14:23:25    51.5002;  30.2607;  303.411;
14:23:28    51.5012;  30.266;  303.416;
14:23:32    51.5024;  30.2729;  303.423;
14:23:35    51.4998;  30.2585;  303.409;
14:23:38    51.501;  30.265;  303.415;
14:23:42    51.5018;  30.2694;  303.419;
14:23:45    51.5004;  30.262;  303.412;
14:23:49    51.4995;  30.2569;  303.407;
14:23:52    51.5;  30.2597;  303.41;
14:23:56    51.5004;  30.2619;  303.412;
14:23:59    51.5015;  30.2677;  303.418;
14:24:02    51.4983;  30.2502;  303.4;
14:24:06    51.4993;  30.2559;  303.406;
14:24:09    51.5005;  30.2625;  303.412;
14:24:13    51.4991;  30.2548;  303.405;
14:24:16    51.5015;  30.2677;  303.418;
14:24:19    51.4997;  30.2581;  303.408;
14:24:23    51.4999;  30.2592;  303.409;
14:24:26    51.5025;  30.2734;  303.423;
14:24:30    51.4997;  30.2579;  303.408;
14:24:33    51.4994;  30.2564;  303.406;
14:24:37    51.4997;  30.2581;  303.408;
14:24:40    51.5024;  30.2725;  303.423;
14:24:43    51.5029;  30.2758;  303.426;
14:24:47    51.498;  30.2485;  303.398;
14:24:50    51.4995;  30.2569;  303.407;
14:24:54    51.4991;  30.2546;  303.405;
