time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:26:56    44.1909;  -9.89322;  263.257;
12:27:00    44.1931;  -9.88091;  263.269;
12:27:03    44.1927;  -9.88311;  263.267;
12:27:07    44.1907;  -9.89424;  263.256;
12:27:10    44.1949;  -9.87116;  263.279;
12:27:13    44.1927;  -9.88325;  263.267;
12:27:17    44.1918;  -9.88796;  263.262;
12:27:20    44.1926;  -9.88403;  263.266;
12:27:24    44.1921;  -9.88632;  263.264;
12:27:27    44.1914;  -9.89025;  263.26;
12:27:30    44.1917;  -9.88853;  263.261;
12:27:34    44.192;  -9.88684;  263.263;
12:27:37    44.1904;  -9.89593;  263.254;
12:27:41    44.1936;  -9.87835;  263.272;
12:27:44    44.1909;  -9.89285;  263.257;
12:27:47    44.1939;  -9.87658;  263.273;
12:27:51    44.1919;  -9.88773;  263.262;
12:27:54    44.193;  -9.88163;  263.268;
12:27:58    44.1908;  -9.89351;  263.256;
12:28:01    44.1918;  -9.88813;  263.262;
12:28:04    44.1923;  -9.88549;  263.265;
12:28:08    44.1921;  -9.88651;  263.263;
12:28:11    44.1924;  -9.88479;  263.265;
12:28:15    44.191;  -9.89277;  263.257;
12:28:18    44.1914;  -9.89017;  263.26;
12:28:22    44.1902;  -9.89677;  263.253;
12:28:25    44.1916;  -9.88935;  263.261;
12:28:29    44.1924;  -9.88475;  263.265;
12:28:32    44.1923;  -9.88559;  263.264;
12:28:35    44.1925;  -9.88432;  263.266;
12:28:39    44.1895;  -9.90059;  263.249;
12:28:42    44.1901;  -9.89731;  263.253;
12:28:46    44.192;  -9.88723;  263.263;
12:28:49    44.1913;  -9.89103;  263.259;
12:28:52    44.1913;  -9.89075;  263.259;
12:28:56    44.1917;  -9.88902;  263.261;
12:28:59    44.1915;  -9.88973;  263.26;
12:29:03    44.1914;  -9.89037;  263.26;
12:29:06    44.1927;  -9.88338;  263.267;
12:29:09    44.1893;  -9.9019;  263.248;
12:29:13    44.1915;  -9.89009;  263.26;
12:29:16    44.1909;  -9.89298;  263.257;
12:29:20    44.192;  -9.88729;  263.263;
12:29:23    44.1923;  -9.8857;  263.264;
12:29:27    44.192;  -9.88721;  263.263;
12:29:30    44.1921;  -9.88632;  263.264;
12:29:33    44.1889;  -9.90401;  263.246;
