time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:26:14    51.5016;  30.2681;  303.418;
15:26:18    51.5005;  30.2624;  303.412;
15:26:21    51.501;  30.265;  303.415;
15:26:24    51.5002;  30.2605;  303.41;
15:26:28    51.5008;  30.2638;  303.414;
15:26:31    51.5015;  30.2677;  303.418;
15:26:35    51.5028;  30.2749;  303.425;
15:26:38    51.5006;  30.2631;  303.413;
15:26:42    51.5005;  30.2622;  303.412;
15:26:45    51.499;  30.254;  303.404;
15:26:48    51.5003;  30.2609;  303.411;
15:26:52    51.5007;  30.2632;  303.413;
15:26:55    51.4996;  30.2571;  303.407;
15:26:59    51.4996;  30.2574;  303.407;
15:27:02    51.4998;  30.2583;  303.408;
15:27:05    51.5012;  30.2661;  303.416;
15:27:09    51.5019;  30.27;  303.42;
15:27:12    51.4985;  30.2514;  303.401;
15:27:16    51.4993;  30.2559;  303.406;
15:27:19    51.4999;  30.259;  303.409;
15:27:23    51.501;  30.265;  303.415;
15:27:26    51.499;  30.2543;  303.404;
15:27:30    51.4998;  30.2585;  303.409;
15:27:33    51.5003;  30.2612;  303.411;
15:27:36    51.4988;  30.2531;  303.403;
15:27:40    51.5008;  30.2642;  303.414;
15:27:43    51.5;  30.2596;  303.41;
15:27:47    51.5008;  30.2642;  303.414;
15:27:50    51.5011;  30.2657;  303.416;
15:27:53    51.4994;  30.2563;  303.406;
15:27:57    51.501;  30.2653;  303.415;
15:28:00    51.5006;  30.2628;  303.413;
15:28:04    51.4996;  30.2575;  303.408;
15:28:07    51.4992;  30.2548;  303.405;
15:28:11    51.4972;  30.2441;  303.394;
15:28:14    51.5017;  30.2689;  303.419;
15:28:17    51.4997;  30.2579;  303.408;
15:28:21    51.4999;  30.2587;  303.409;
15:28:24    51.4998;  30.2582;  303.408;
15:28:28    51.5006;  30.2626;  303.413;
15:28:31    51.4997;  30.2579;  303.408;
15:28:34    51.5003;  30.2614;  303.411;
15:28:38    51.4988;  30.2529;  303.403;
15:28:41    51.4992;  30.2552;  303.405;
15:28:45    51.4992;  30.2548;  303.405;
