time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:31:28    51.5006;  30.2629;  303.413;
14:31:32    51.5001;  30.2603;  303.41;
14:31:35    51.5032;  30.277;  303.427;
14:31:39    51.5011;  30.2658;  303.416;
14:31:42    51.5029;  30.2754;  303.425;
14:31:46    51.5015;  30.2676;  303.418;
14:31:49    51.5015;  30.2679;  303.418;
14:31:52    51.5013;  30.2669;  303.417;
14:31:56    51.5021;  30.2712;  303.421;
14:31:59    51.4992;  30.2549;  303.405;
14:32:03    51.5025;  30.2735;  303.423;
14:32:06    51.5015;  30.2681;  303.418;
14:32:10    51.5017;  30.2688;  303.419;
14:32:13    51.4998;  30.2586;  303.409;
14:32:16    51.5017;  30.2688;  303.419;
14:32:20    51.502;  30.2707;  303.421;
14:32:23    51.5027;  30.2747;  303.425;
14:32:27    51.503;  30.2762;  303.426;
14:32:30    51.5023;  30.272;  303.422;
14:32:33    51.5027;  30.2745;  303.424;
14:32:37    51.5023;  30.2722;  303.422;
14:32:40    51.5014;  30.267;  303.417;
14:32:44    51.5013;  30.2668;  303.417;
14:32:47    51.5;  30.2593;  303.409;
14:32:51    51.5009;  30.2647;  303.415;
14:32:54    51.5027;  30.2743;  303.424;
14:32:57    51.5009;  30.2646;  303.415;
14:33:01    51.4998;  30.2582;  303.408;
14:33:04    51.5;  30.2594;  303.409;
14:33:08    51.502;  30.2705;  303.42;
14:33:11    51.5005;  30.2623;  303.412;
14:33:14    51.5013;  30.2665;  303.417;
14:33:18    51.5002;  30.2605;  303.41;
14:33:21    51.5008;  30.2642;  303.414;
14:33:25    51.5017;  30.2692;  303.419;
14:33:28    51.5021;  30.271;  303.421;
14:33:32    51.5016;  30.2686;  303.419;
14:33:35    51.5021;  30.2709;  303.421;
14:33:38    51.502;  30.2707;  303.421;
14:33:42    51.5011;  30.2657;  303.416;
14:33:45    51.5;  30.2593;  303.409;
14:33:49    51.5012;  30.2661;  303.416;
14:33:52    51.5019;  30.2698;  303.42;
14:33:55    51.5019;  30.2699;  303.42;
14:33:59    51.5;  30.2593;  303.409;
14:34:02    51.4996;  30.2571;  303.407;
14:34:06    51.5015;  30.268;  303.418;
14:34:09    51.5007;  30.2633;  303.413;
