time   Resistance(Ohm);  Temperature('C);  Temperature(K);
10:11:51    47.8086;  9.92058;  283.071;
10:11:55    47.8078;  9.91643;  283.066;
10:11:58    47.8091;  9.92349;  283.073;
10:12:01    47.808;  9.91744;  283.067;
10:12:05    47.8081;  9.91767;  283.068;
10:12:08    47.8084;  9.91946;  283.069;
10:12:12    47.8091;  9.9236;  283.074;
10:12:15    47.8075;  9.9148;  283.065;
10:12:18    47.8072;  9.913;  283.063;
10:12:22    47.8089;  9.92219;  283.072;
10:12:25    47.8082;  9.9184;  283.068;
10:12:29    47.808;  9.91718;  283.067;
10:12:32    47.8079;  9.91676;  283.067;
10:12:36    47.8089;  9.92209;  283.072;
10:12:39    47.807;  9.91197;  283.062;
10:12:42    47.8088;  9.92192;  283.072;
10:12:46    47.809;  9.92257;  283.073;
10:12:49    47.8065;  9.90918;  283.059;
10:12:53    47.8083;  9.91873;  283.069;
10:12:56    47.8088;  9.92154;  283.072;
10:12:59    47.8094;  9.925;  283.075;
10:13:03    47.8098;  9.92699;  283.077;
10:13:06    47.8095;  9.92529;  283.075;
10:13:10    47.8075;  9.91459;  283.065;
10:13:13    47.8078;  9.91603;  283.066;
10:13:17    47.8096;  9.9259;  283.076;
10:13:20    47.8083;  9.91895;  283.069;
10:13:23    47.8088;  9.92171;  283.072;
10:13:27    47.8085;  9.92012;  283.07;
10:13:30    47.807;  9.91158;  283.062;
10:13:34    47.8094;  9.92498;  283.075;
10:13:37    47.8071;  9.91255;  283.063;
10:13:41    47.807;  9.91201;  283.062;
10:13:44    47.8081;  9.91805;  283.068;
10:13:47    47.807;  9.91194;  283.062;
10:13:51    47.8074;  9.9142;  283.064;
10:13:54    47.8084;  9.91962;  283.07;
10:13:58    47.8094;  9.92492;  283.075;
10:14:01    47.807;  9.91207;  283.062;
10:14:04    47.8083;  9.91905;  283.069;
10:14:08    47.8072;  9.91303;  283.063;
10:14:11    47.8079;  9.91668;  283.067;
10:14:15    47.8097;  9.92645;  283.076;
10:14:18    47.8089;  9.92229;  283.072;
10:14:22    47.8082;  9.91817;  283.068;
10:14:25    47.8087;  9.92143;  283.071;
10:14:28    47.8099;  9.92793;  283.078;
10:14:32    47.8093;  9.92428;  283.074;
10:14:35    47.809;  9.92301;  283.073;
10:14:39    47.8078;  9.91619;  283.066;
10:14:42    47.8092;  9.92366;  283.074;
10:14:46    47.8102;  9.92919;  283.079;
10:14:49    47.808;  9.91707;  283.067;
10:14:52    47.8086;  9.92077;  283.071;
10:14:56    47.8075;  9.91457;  283.065;
