time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:18:22    51.5104;  30.3171;  303.467;
12:18:25    51.5098;  30.3135;  303.464;
12:18:28    51.5073;  30.2996;  303.45;
12:18:32    51.5083;  30.3052;  303.455;
12:18:35    51.5071;  30.2987;  303.449;
12:18:39    51.5105;  30.3175;  303.467;
12:18:42    51.5104;  30.3169;  303.467;
12:18:46    51.5071;  30.299;  303.449;
12:18:49    51.5096;  30.3124;  303.462;
12:18:53    51.5084;  30.3057;  303.456;
12:18:56    51.5087;  30.3078;  303.458;
12:18:59    51.5098;  30.3135;  303.464;
12:19:03    51.5116;  30.3239;  303.474;
12:19:06    51.5097;  30.313;  303.463;
12:19:10    51.5095;  30.3118;  303.462;
12:19:13    51.5103;  30.3166;  303.467;
12:19:16    51.5103;  30.3162;  303.466;
12:19:20    51.5092;  30.3103;  303.46;
12:19:23    51.5094;  30.3115;  303.462;
12:19:27    51.5102;  30.3157;  303.466;
12:19:30    51.5044;  30.2839;  303.434;
12:19:34    51.5119;  30.3253;  303.475;
12:19:37    51.5107;  30.3184;  303.468;
12:19:40    51.5108;  30.319;  303.469;
12:19:44    51.512;  30.3256;  303.476;
12:19:47    51.5097;  30.3132;  303.463;
12:19:51    51.5091;  30.3099;  303.46;
12:19:54    51.5101;  30.3152;  303.465;
12:19:57    51.5121;  30.3263;  303.476;
12:20:01    51.5108;  30.319;  303.469;
12:20:04    51.5106;  30.3181;  303.468;
12:20:08    51.5098;  30.3136;  303.464;
12:20:11    51.5114;  30.3227;  303.473;
12:20:14    51.5093;  30.3111;  303.461;
12:20:18    51.5114;  30.3223;  303.472;
12:20:21    51.5093;  30.3108;  303.461;
12:20:25    51.5104;  30.317;  303.467;
12:20:28    51.5085;  30.3063;  303.456;
12:20:31    51.5095;  30.3122;  303.462;
12:20:35    51.5106;  30.3183;  303.468;
12:20:38    51.511;  30.3205;  303.47;
12:20:42    51.5115;  30.323;  303.473;
12:20:45    51.5095;  30.3118;  303.462;
12:20:49    51.5098;  30.3135;  303.463;
12:20:52    51.5094;  30.3113;  303.461;
12:20:56    51.5094;  30.3117;  303.462;
12:20:59    51.5101;  30.3154;  303.465;
12:21:03    51.5096;  30.3127;  303.463;
12:21:06    51.5095;  30.3122;  303.462;
12:21:09    51.5098;  30.3138;  303.464;
12:21:13    51.5086;  30.3071;  303.457;
12:21:16    51.5101;  30.3152;  303.465;
12:21:20    51.5108;  30.319;  303.469;
12:21:23    51.5102;  30.3159;  303.466;
12:21:26    51.5076;  30.3017;  303.452;
12:21:30    51.5096;  30.3124;  303.462;
12:21:33    51.5095;  30.312;  303.462;
12:21:37    51.51;  30.3148;  303.465;
12:21:40    51.5097;  30.3132;  303.463;
12:21:43    51.5102;  30.3158;  303.466;
12:21:47    51.5123;  30.3272;  303.477;
12:21:50    51.5111;  30.3208;  303.471;
12:21:54    51.5093;  30.3111;  303.461;
12:21:57    51.5118;  30.3245;  303.475;
12:22:01    51.51;  30.3149;  303.465;
12:22:04    51.5099;  30.3143;  303.464;
12:22:08    51.5088;  30.3081;  303.458;
12:22:11    51.5121;  30.3262;  303.476;
12:22:14    51.5102;  30.3157;  303.466;
12:22:18    51.5104;  30.3172;  303.467;
12:22:21    51.5101;  30.3153;  303.465;
12:22:24    51.5102;  30.3159;  303.466;
