time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:55:17    44.1951;  -9.87027;  263.28;
11:55:21    44.1951;  -9.87038;  263.28;
11:55:24    44.1955;  -9.86818;  263.282;
11:55:27    44.1968;  -9.86084;  263.289;
11:55:31    44.1944;  -9.87378;  263.276;
11:55:34    44.1948;  -9.8718;  263.278;
11:55:38    44.1955;  -9.86774;  263.282;
11:55:41    44.1948;  -9.87163;  263.278;
11:55:45    44.1965;  -9.8626;  263.287;
11:55:48    44.1957;  -9.86687;  263.283;
11:55:51    44.1943;  -9.87477;  263.275;
11:55:55    44.1946;  -9.87297;  263.277;
11:55:58    44.1958;  -9.86632;  263.284;
11:56:02    44.1952;  -9.86956;  263.28;
11:56:05    44.1943;  -9.87446;  263.276;
11:56:08    44.1939;  -9.87682;  263.273;
11:56:12    44.1951;  -9.87026;  263.28;
11:56:15    44.1943;  -9.87476;  263.275;
11:56:19    44.1944;  -9.87426;  263.276;
11:56:22    44.1953;  -9.86882;  263.281;
11:56:26    44.1943;  -9.87444;  263.276;
11:56:29    44.1943;  -9.87477;  263.275;
11:56:32    44.1949;  -9.87117;  263.279;
11:56:36    44.1931;  -9.881;  263.269;
11:56:39    44.1927;  -9.88329;  263.267;
11:56:43    44.1955;  -9.86781;  263.282;
11:56:46    44.1942;  -9.87507;  263.275;
11:56:50    44.1945;  -9.87351;  263.276;
11:56:53    44.1949;  -9.87137;  263.279;
11:56:56    44.1916;  -9.88956;  263.26;
11:57:00    44.1939;  -9.87668;  263.273;
11:57:03    44.194;  -9.87606;  263.274;
11:57:07    44.1922;  -9.88617;  263.264;
11:57:10    44.1917;  -9.88853;  263.261;
11:57:13    44.192;  -9.88721;  263.263;
11:57:17    44.1893;  -9.90166;  263.248;
11:57:20    44.191;  -9.89284;  263.257;
11:57:24    44.1928;  -9.8827;  263.267;
11:57:27    44.1907;  -9.89403;  263.256;
11:57:31    44.1921;  -9.88656;  263.263;
11:57:34    44.1892;  -9.90265;  263.247;
11:57:37    44.1907;  -9.89447;  263.256;
11:57:41    44.19;  -9.89785;  263.252;
11:57:44    44.1923;  -9.8852;  263.265;
11:57:48    44.1916;  -9.88918;  263.261;
11:57:51    44.1927;  -9.88331;  263.267;
11:57:54    44.191;  -9.89256;  263.257;
11:57:58    44.1899;  -9.89871;  263.251;
11:58:01    44.1917;  -9.88869;  263.261;
11:58:05    44.1923;  -9.88525;  263.265;
11:58:08    44.1919;  -9.88746;  263.263;
11:58:12    44.1913;  -9.89072;  263.259;
11:58:15    44.1926;  -9.88398;  263.266;
11:58:18    44.1908;  -9.89377;  263.256;
11:58:22    44.1922;  -9.88604;  263.264;
11:58:25    44.1901;  -9.89759;  263.252;
11:58:29    44.1923;  -9.88552;  263.264;
11:58:32    44.1911;  -9.89176;  263.258;
11:58:36    44.1921;  -9.88673;  263.263;
11:58:39    44.191;  -9.89247;  263.258;
11:58:42    44.1921;  -9.88666;  263.263;
11:58:46    44.1909;  -9.89293;  263.257;
11:58:49    44.191;  -9.89259;  263.257;
11:58:53    44.1927;  -9.8834;  263.267;
11:58:56    44.1915;  -9.88962;  263.26;
