time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:57:13    44.1831;  -9.93566;  263.214;
11:57:16    44.1836;  -9.93288;  263.217;
11:57:19    44.1848;  -9.92658;  263.223;
11:57:23    44.1847;  -9.92706;  263.223;
11:57:26    44.1849;  -9.92595;  263.224;
11:57:30    44.1835;  -9.9335;  263.217;
11:57:33    44.183;  -9.93612;  263.214;
11:57:37    44.1817;  -9.94309;  263.207;
11:57:40    44.1824;  -9.93977;  263.21;
11:57:44    44.1833;  -9.93465;  263.215;
11:57:47    44.1834;  -9.93384;  263.216;
11:57:50    44.1825;  -9.93907;  263.211;
11:57:54    44.1823;  -9.93998;  263.21;
11:57:57    44.1846;  -9.92732;  263.223;
11:58:01    44.1845;  -9.92818;  263.222;
11:58:04    44.1848;  -9.92638;  263.224;
11:58:08    44.1818;  -9.94263;  263.207;
11:58:11    44.1828;  -9.93729;  263.213;
11:58:14    44.1826;  -9.93861;  263.211;
11:58:18    44.1847;  -9.92719;  263.223;
11:58:21    44.1831;  -9.93556;  263.214;
11:58:25    44.1835;  -9.93371;  263.216;
11:58:28    44.1836;  -9.933;  263.217;
11:58:32    44.181;  -9.94695;  263.203;
11:58:35    44.1826;  -9.93871;  263.211;
11:58:38    44.1832;  -9.9349;  263.215;
11:58:42    44.1839;  -9.9313;  263.219;
11:58:45    44.1845;  -9.92783;  263.222;
11:58:49    44.1829;  -9.93693;  263.213;
11:58:52    44.1843;  -9.92933;  263.221;
11:58:55    44.184;  -9.9309;  263.219;
11:58:59    44.1828;  -9.93749;  263.213;
11:59:02    44.1828;  -9.93725;  263.213;
11:59:06    44.1833;  -9.93463;  263.215;
11:59:09    44.1834;  -9.9339;  263.216;
11:59:13    44.1852;  -9.92422;  263.226;
11:59:16    44.1828;  -9.93726;  263.213;
11:59:19    44.1839;  -9.93138;  263.219;
11:59:23    44.1836;  -9.93323;  263.217;
11:59:26    44.1823;  -9.94004;  263.21;
11:59:30    44.183;  -9.93629;  263.214;
11:59:33    44.182;  -9.9417;  263.208;
11:59:36    44.183;  -9.93607;  263.214;
11:59:40    44.1827;  -9.93768;  263.212;
11:59:43    44.1819;  -9.94225;  263.208;
11:59:47    44.1829;  -9.93658;  263.213;
11:59:50    44.1823;  -9.93991;  263.21;
