time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:14:23    47.8248;  10.0099;  283.16;
13:14:27    47.8244;  10.0076;  283.158;
13:14:30    47.8252;  10.0121;  283.162;
13:14:34    47.8249;  10.0102;  283.16;
13:14:37    47.8238;  10.004;  283.154;
13:14:40    47.8249;  10.01;  283.16;
13:14:44    47.8272;  10.023;  283.173;
13:14:48    47.8252;  10.0117;  283.162;
13:14:51    47.8241;  10.0058;  283.156;
13:14:54    47.8244;  10.0072;  283.157;
13:14:58    47.8253;  10.0126;  283.163;
13:15:01    47.8252;  10.0117;  283.162;
13:15:05    47.8246;  10.0087;  283.159;
13:15:08    47.8259;  10.0158;  283.166;
13:15:11    47.8229;  9.99928;  283.149;
13:15:15    47.8247;  10.0093;  283.159;
13:15:18    47.8265;  10.0189;  283.169;
13:15:22    47.8249;  10.0101;  283.16;
13:15:25    47.8252;  10.0117;  283.162;
13:15:28    47.8239;  10.0049;  283.155;
13:15:32    47.8244;  10.0073;  283.157;
13:15:35    47.8227;  9.99799;  283.148;
13:15:39    47.8222;  9.99556;  283.146;
13:15:42    47.8214;  9.99072;  283.141;
13:15:46    47.8227;  9.99785;  283.148;
13:15:49    47.8259;  10.0159;  283.166;
13:15:52    47.8252;  10.0116;  283.162;
13:15:56    47.8256;  10.014;  283.164;
13:15:59    47.8251;  10.0113;  283.161;
13:16:03    47.8235;  10.0025;  283.152;
13:16:06    47.8235;  10.0023;  283.152;
13:16:10    47.8254;  10.0128;  283.163;
13:16:13    47.8247;  10.0088;  283.159;
13:16:16    47.8242;  10.0063;  283.156;
13:16:20    47.8243;  10.0067;  283.157;
13:16:23    47.8236;  10.0029;  283.153;
13:16:27    47.8236;  10.0028;  283.153;
13:16:30    47.8236;  10.0032;  283.153;
13:16:33    47.8256;  10.0141;  283.164;
13:16:37    47.8241;  10.0057;  283.156;
13:16:40    47.8235;  10.0023;  283.152;
13:16:44    47.8255;  10.0136;  283.164;
13:16:47    47.8245;  10.0082;  283.158;
13:16:51    47.8243;  10.0069;  283.157;
13:16:54    47.8233;  10.0013;  283.151;
13:16:57    47.8246;  10.0086;  283.159;
13:17:01    47.8258;  10.0153;  283.165;
13:17:04    47.8231;  10.0002;  283.15;
13:17:08    47.8246;  10.0087;  283.159;
