time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:36:08    51.5127;  30.3298;  303.48;
12:36:11    51.512;  30.3258;  303.476;
12:36:15    51.511;  30.3203;  303.47;
12:36:18    51.5127;  30.3298;  303.48;
12:36:22    51.5115;  30.3233;  303.473;
12:36:25    51.5105;  30.3174;  303.467;
12:36:28    51.5135;  30.3341;  303.484;
12:36:32    51.5114;  30.3226;  303.473;
12:36:35    51.5124;  30.3281;  303.478;
12:36:39    51.5132;  30.3327;  303.483;
12:36:42    51.5105;  30.3174;  303.467;
12:36:45    51.5138;  30.3359;  303.486;
12:36:49    51.5126;  30.329;  303.479;
12:36:52    51.5121;  30.3266;  303.477;
12:36:56    51.5123;  30.3272;  303.477;
12:36:59    51.511;  30.3204;  303.47;
12:37:03    51.5136;  30.3349;  303.485;
12:37:06    51.5117;  30.3241;  303.474;
12:37:09    51.512;  30.3258;  303.476;
12:37:13    51.5116;  30.3238;  303.474;
12:37:16    51.5122;  30.3272;  303.477;
12:37:20    51.5108;  30.3195;  303.469;
12:37:23    51.5111;  30.3211;  303.471;
12:37:26    51.5119;  30.3251;  303.475;
12:37:30    51.5124;  30.3283;  303.478;
12:37:33    51.5107;  30.3188;  303.469;
12:37:37    51.5125;  30.3284;  303.478;
12:37:40    51.5114;  30.3226;  303.473;
12:37:43    51.5112;  30.3216;  303.472;
12:37:47    51.5116;  30.3234;  303.473;
12:37:50    51.5119;  30.3255;  303.476;
12:37:54    51.5115;  30.3231;  303.473;
12:37:57    51.5111;  30.3209;  303.471;
12:38:01    51.5115;  30.323;  303.473;
12:38:04    51.5105;  30.3175;  303.468;
12:38:07    51.5117;  30.3244;  303.474;
12:38:11    51.5111;  30.321;  303.471;
12:38:14    51.5131;  30.332;  303.482;
12:38:18    51.5109;  30.3195;  303.47;
12:38:21    51.5111;  30.3209;  303.471;
12:38:25    51.512;  30.3259;  303.476;
12:38:28    51.5091;  30.3099;  303.46;
12:38:31    51.5127;  30.3295;  303.479;
12:38:35    51.5116;  30.3236;  303.474;
12:38:38    51.5125;  30.3285;  303.479;
12:38:42    51.5096;  30.3123;  303.462;
12:38:45    51.5108;  30.3192;  303.469;
12:38:48    51.5114;  30.3224;  303.472;
12:38:52    51.5099;  30.314;  303.464;
