time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:14:57    51.5124;  30.3278;  303.478;
14:15:01    51.5119;  30.3253;  303.475;
14:15:04    51.5125;  30.3288;  303.479;
14:15:08    51.5112;  30.3213;  303.471;
14:15:11    51.5105;  30.3174;  303.467;
14:15:14    51.5144;  30.3393;  303.489;
14:15:18    51.512;  30.3261;  303.476;
14:15:21    51.5115;  30.3229;  303.473;
14:15:25    51.5101;  30.3155;  303.466;
14:15:28    51.5107;  30.3189;  303.469;
14:15:32    51.5109;  30.32;  303.47;
14:15:35    51.512;  30.3257;  303.476;
14:15:39    51.5103;  30.3162;  303.466;
14:15:42    51.5116;  30.3234;  303.473;
14:15:45    51.511;  30.32;  303.47;
14:15:49    51.5119;  30.3252;  303.475;
14:15:52    51.5099;  30.314;  303.464;
14:15:56    51.5101;  30.3154;  303.465;
14:15:59    51.5115;  30.3229;  303.473;
14:16:02    51.5117;  30.3244;  303.474;
14:16:06    51.5115;  30.3232;  303.473;
14:16:09    51.5109;  30.3195;  303.47;
14:16:13    51.5126;  30.3292;  303.479;
14:16:16    51.5112;  30.3217;  303.472;
14:16:20    51.5109;  30.3198;  303.47;
14:16:23    51.5121;  30.3267;  303.477;
14:16:27    51.5115;  30.3233;  303.473;
14:16:30    51.5107;  30.3187;  303.469;
14:16:33    51.512;  30.326;  303.476;
14:16:37    51.5121;  30.3264;  303.476;
14:16:40    51.5118;  30.3247;  303.475;
14:16:44    51.5119;  30.325;  303.475;
14:16:47    51.5124;  30.328;  303.478;
14:16:51    51.5122;  30.3268;  303.477;
14:16:54    51.5111;  30.3208;  303.471;
14:16:57    51.5129;  30.3311;  303.481;
14:17:01    51.5124;  30.3283;  303.478;
14:17:04    51.5132;  30.3326;  303.483;
14:17:08    51.5132;  30.3323;  303.482;
14:17:11    51.5122;  30.3268;  303.477;
14:17:14    51.5143;  30.3387;  303.489;
14:17:18    51.5125;  30.3284;  303.478;
14:17:21    51.5133;  30.3328;  303.483;
14:17:25    51.514;  30.3368;  303.487;
14:17:28    51.512;  30.3257;  303.476;
14:17:31    51.5116;  30.3236;  303.474;
14:17:35    51.511;  30.3206;  303.471;
14:17:38    51.5115;  30.3228;  303.473;
14:17:42    51.5109;  30.3199;  303.47;
14:17:45    51.5115;  30.3233;  303.473;
