time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:51:58    47.8232;  10.0009;  283.151;
12:52:02    47.822;  9.99445;  283.144;
12:52:05    47.8216;  9.99224;  283.142;
12:52:09    47.8241;  10.0058;  283.156;
12:52:12    47.8218;  9.99289;  283.143;
12:52:15    47.8211;  9.98924;  283.139;
12:52:19    47.8241;  10.006;  283.156;
12:52:22    47.8245;  10.0077;  283.158;
12:52:26    47.8242;  10.0063;  283.156;
12:52:29    47.8218;  9.99301;  283.143;
12:52:33    47.8235;  10.0026;  283.153;
12:52:36    47.8241;  10.0056;  283.156;
12:52:39    47.8212;  9.98988;  283.14;
12:52:43    47.8238;  10.0042;  283.154;
12:52:46    47.8226;  9.99735;  283.147;
12:52:50    47.8237;  10.0034;  283.153;
12:52:53    47.8242;  10.0062;  283.156;
12:52:56    47.8199;  9.98263;  283.133;
12:53:00    47.8221;  9.9946;  283.145;
12:53:03    47.8227;  9.99815;  283.148;
12:53:07    47.8217;  9.99249;  283.142;
12:53:10    47.8217;  9.99244;  283.142;
12:53:14    47.8215;  9.99136;  283.141;
12:53:17    47.822;  9.994;  283.144;
12:53:21    47.8223;  9.9956;  283.146;
12:53:24    47.8226;  9.99724;  283.147;
12:53:27    47.8227;  9.99807;  283.148;
12:53:31    47.8218;  9.99296;  283.143;
12:53:34    47.8216;  9.99225;  283.142;
12:53:38    47.8232;  10.001;  283.151;
12:53:41    47.8209;  9.98825;  283.138;
12:53:44    47.8201;  9.98352;  283.134;
12:53:48    47.8198;  9.98237;  283.132;
12:53:51    47.8199;  9.98283;  283.133;
12:53:55    47.8226;  9.99765;  283.148;
12:53:58    47.8215;  9.99133;  283.141;
12:54:01    47.8221;  9.99495;  283.145;
12:54:05    47.8221;  9.99484;  283.145;
12:54:08    47.8239;  10.0047;  283.155;
12:54:12    47.8239;  10.0048;  283.155;
12:54:15    47.8225;  9.99671;  283.147;
12:54:19    47.8233;  10.0015;  283.151;
12:54:22    47.8249;  10.0104;  283.16;
12:54:25    47.8225;  9.99718;  283.147;
12:54:29    47.8223;  9.99598;  283.146;
12:54:32    47.8216;  9.99227;  283.142;
12:54:36    47.8225;  9.99674;  283.147;
12:54:39    47.822;  9.99394;  283.144;
12:54:42    47.8212;  9.98955;  283.14;
12:54:46    47.8225;  9.99709;  283.147;
12:54:49    47.8229;  9.99919;  283.149;
12:54:53    47.8226;  9.99756;  283.148;
