time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:39:45    51.501;  30.2652;  303.415;
14:39:49    51.5014;  30.2675;  303.418;
14:39:52    51.5023;  30.2724;  303.422;
14:39:56    51.5021;  30.2714;  303.421;
14:39:59    51.501;  30.2648;  303.415;
14:40:02    51.5002;  30.2606;  303.411;
14:40:06    51.5001;  30.2602;  303.41;
14:40:09    51.5003;  30.261;  303.411;
14:40:13    51.5001;  30.2602;  303.41;
14:40:16    51.4991;  30.2545;  303.404;
14:40:20    51.5013;  30.2667;  303.417;
14:40:23    51.5016;  30.2682;  303.418;
14:40:26    51.5011;  30.2657;  303.416;
14:40:30    51.5006;  30.2628;  303.413;
14:40:33    51.5014;  30.2673;  303.417;
14:40:37    51.5022;  30.2718;  303.422;
14:40:40    51.5012;  30.2663;  303.416;
14:40:43    51.5008;  30.264;  303.414;
14:40:47    51.501;  30.2649;  303.415;
14:40:50    51.5;  30.2595;  303.41;
14:40:54    51.5005;  30.2625;  303.412;
14:40:57    51.4993;  30.2556;  303.406;
14:41:01    51.5017;  30.269;  303.419;
14:41:04    51.5007;  30.2635;  303.414;
14:41:07    51.5031;  30.2767;  303.427;
14:41:11    51.4996;  30.2573;  303.407;
14:41:14    51.5009;  30.2645;  303.415;
14:41:18    51.5019;  30.2702;  303.42;
14:41:21    51.5006;  30.2626;  303.413;
14:41:24    51.4997;  30.258;  303.408;
14:41:28    51.5016;  30.2682;  303.418;
14:41:31    51.5001;  30.2599;  303.41;
14:41:35    51.5022;  30.2715;  303.421;
14:41:38    51.501;  30.2648;  303.415;
14:41:42    51.5019;  30.2702;  303.42;
14:41:45    51.5029;  30.2757;  303.426;
14:41:48    51.5009;  30.2647;  303.415;
14:41:52    51.5007;  30.2631;  303.413;
14:41:55    51.5013;  30.2666;  303.417;
14:41:59    51.5034;  30.2782;  303.428;
14:42:02    51.501;  30.265;  303.415;
14:42:06    51.503;  30.2758;  303.426;
14:42:09    51.5028;  30.2752;  303.425;
14:42:12    51.5016;  30.2685;  303.419;
14:42:16    51.5015;  30.2677;  303.418;
14:42:19    51.5011;  30.2658;  303.416;
