time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:55:52    51.5016;  30.2683;  303.418;
14:55:56    51.5012;  30.2662;  303.416;
14:55:59    51.5028;  30.2748;  303.425;
14:56:02    51.5016;  30.2683;  303.418;
14:56:06    51.5021;  30.2709;  303.421;
14:56:09    51.5025;  30.2732;  303.423;
14:56:13    51.503;  30.2761;  303.426;
14:56:16    51.505;  30.287;  303.437;
14:56:20    51.5033;  30.2776;  303.428;
14:56:23    51.5033;  30.2777;  303.428;
14:56:27    51.502;  30.2706;  303.421;
14:56:30    51.5002;  30.2606;  303.411;
14:56:33    51.503;  30.2762;  303.426;
14:56:37    51.501;  30.265;  303.415;
14:56:40    51.5025;  30.2733;  303.423;
14:56:44    51.5005;  30.2624;  303.412;
14:56:47    51.5014;  30.2674;  303.417;
14:56:50    51.5007;  30.2635;  303.414;
14:56:54    51.5022;  30.2715;  303.422;
14:56:57    51.5008;  30.2639;  303.414;
14:57:01    51.502;  30.2707;  303.421;
14:57:04    51.5021;  30.2712;  303.421;
14:57:08    51.5015;  30.2679;  303.418;
14:57:11    51.5015;  30.2681;  303.418;
14:57:14    51.5035;  30.279;  303.429;
14:57:18    51.5022;  30.2715;  303.421;
14:57:21    51.5024;  30.273;  303.423;
14:57:25    51.5002;  30.2606;  303.411;
14:57:28    51.4999;  30.2591;  303.409;
14:57:31    51.5025;  30.2735;  303.424;
14:57:35    51.5006;  30.2626;  303.413;
14:57:38    51.5007;  30.2633;  303.413;
14:57:42    51.5014;  30.2675;  303.418;
14:57:45    51.5001;  30.2602;  303.41;
14:57:48    51.5014;  30.2672;  303.417;
14:57:52    51.5016;  30.2686;  303.419;
14:57:55    51.5016;  30.2683;  303.418;
14:57:59    51.5004;  30.2616;  303.412;
14:58:02    51.5014;  30.2672;  303.417;
14:58:06    51.5023;  30.2723;  303.422;
14:58:09    51.5008;  30.2639;  303.414;
14:58:13    51.5015;  30.2676;  303.418;
14:58:16    51.5024;  30.2726;  303.423;
14:58:19    51.5012;  30.2662;  303.416;
14:58:23    51.5013;  30.2667;  303.417;
14:58:26    51.5025;  30.2735;  303.424;
14:58:30    51.5015;  30.2676;  303.418;
14:58:33    51.5013;  30.2668;  303.417;
14:58:36    51.5017;  30.2689;  303.419;
14:58:40    51.4998;  30.2583;  303.408;
