time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:39:10    44.1805;  -9.95016;  263.2;
13:39:13    44.1794;  -9.95595;  263.194;
13:39:17    44.1809;  -9.94774;  263.202;
13:39:20    44.1798;  -9.95374;  263.196;
13:39:24    44.1788;  -9.95935;  263.191;
13:39:27    44.1805;  -9.95013;  263.2;
13:39:30    44.1801;  -9.95186;  263.198;
13:39:34    44.1811;  -9.94687;  263.203;
13:39:37    44.1797;  -9.95429;  263.196;
13:39:41    44.179;  -9.95789;  263.192;
13:39:44    44.181;  -9.94716;  263.203;
13:39:48    44.1791;  -9.95774;  263.192;
13:39:51    44.1795;  -9.95535;  263.195;
13:39:54    44.181;  -9.94714;  263.203;
13:39:58    44.1798;  -9.95371;  263.196;
13:40:01    44.18;  -9.95285;  263.197;
13:40:05    44.1798;  -9.95366;  263.196;
13:40:08    44.1799;  -9.95332;  263.197;
13:40:11    44.1789;  -9.95876;  263.191;
13:40:15    44.1796;  -9.95478;  263.195;
13:40:18    44.1799;  -9.95298;  263.197;
13:40:22    44.18;  -9.95275;  263.197;
13:40:25    44.1805;  -9.95011;  263.2;
13:40:29    44.1778;  -9.96442;  263.186;
13:40:32    44.1801;  -9.95226;  263.198;
13:40:35    44.1791;  -9.9577;  263.192;
13:40:39    44.179;  -9.95807;  263.192;
13:40:42    44.1789;  -9.9589;  263.191;
13:40:46    44.1779;  -9.96434;  263.186;
13:40:49    44.1765;  -9.97168;  263.178;
13:40:53    44.1804;  -9.9504;  263.2;
13:40:56    44.1781;  -9.96328;  263.187;
13:40:59    44.1802;  -9.95146;  263.199;
13:41:03    44.1796;  -9.95482;  263.195;
13:41:06    44.1804;  -9.95065;  263.199;
13:41:10    44.1777;  -9.96495;  263.185;
13:41:13    44.1803;  -9.95127;  263.199;
13:41:16    44.1798;  -9.95353;  263.196;
13:41:20    44.1786;  -9.96013;  263.19;
13:41:23    44.1778;  -9.96453;  263.185;
13:41:27    44.1809;  -9.94793;  263.202;
13:41:30    44.1799;  -9.9531;  263.197;
13:41:34    44.1775;  -9.96638;  263.184;
13:41:37    44.1788;  -9.95945;  263.191;
13:41:40    44.1778;  -9.96455;  263.185;
13:41:44    44.1783;  -9.96206;  263.188;
13:41:47    44.1775;  -9.96608;  263.184;
13:41:51    44.1799;  -9.95336;  263.197;
13:41:54    44.1796;  -9.95474;  263.195;
13:41:57    44.1783;  -9.96203;  263.188;
13:42:01    44.1777;  -9.9651;  263.185;
