time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:04:57    47.8244;  10.0072;  283.157;
13:05:00    47.8229;  9.99937;  283.149;
13:05:04    47.8226;  9.99758;  283.148;
13:05:07    47.8232;  10.0008;  283.151;
13:05:11    47.8241;  10.006;  283.156;
13:05:14    47.8255;  10.0135;  283.163;
13:05:17    47.8228;  9.99861;  283.149;
13:05:21    47.8245;  10.0081;  283.158;
13:05:24    47.822;  9.99424;  283.144;
13:05:28    47.8223;  9.99598;  283.146;
13:05:31    47.822;  9.9943;  283.144;
13:05:35    47.8223;  9.99586;  283.146;
13:05:38    47.8236;  10.0031;  283.153;
13:05:41    47.8226;  9.9977;  283.148;
13:05:45    47.8231;  10.0001;  283.15;
13:05:48    47.8241;  10.0057;  283.156;
13:05:52    47.822;  9.99421;  283.144;
13:05:55    47.8218;  9.99334;  283.143;
13:05:59    47.8226;  9.9976;  283.148;
13:06:02    47.8231;  10.0004;  283.15;
13:06:05    47.8228;  9.99871;  283.149;
13:06:09    47.8227;  9.99806;  283.148;
13:06:12    47.8226;  9.99751;  283.148;
13:06:16    47.8227;  9.99818;  283.148;
13:06:19    47.8223;  9.99581;  283.146;
13:06:22    47.8228;  9.99883;  283.149;
13:06:26    47.8223;  9.9959;  283.146;
13:06:29    47.8221;  9.99471;  283.145;
13:06:33    47.8219;  9.99362;  283.144;
13:06:36    47.8221;  9.99469;  283.145;
13:06:40    47.8239;  10.0045;  283.155;
13:06:43    47.8238;  10.0043;  283.154;
13:06:46    47.8221;  9.99468;  283.145;
13:06:50    47.8212;  9.99006;  283.14;
13:06:53    47.8224;  9.99623;  283.146;
13:06:57    47.8223;  9.99578;  283.146;
13:07:00    47.823;  9.99952;  283.15;
13:07:04    47.8237;  10.0037;  283.154;
13:07:07    47.8213;  9.99063;  283.141;
13:07:10    47.8218;  9.99327;  283.143;
13:07:14    47.8244;  10.0075;  283.157;
13:07:17    47.8219;  9.99374;  283.144;
13:07:21    47.8226;  9.99769;  283.148;
13:07:24    47.825;  10.0105;  283.16;
13:07:27    47.8229;  9.99899;  283.149;
13:07:31    47.824;  10.0054;  283.155;
13:07:34    47.8226;  9.99739;  283.147;
