time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:25:07    47.8189;  9.97717;  283.127;
15:25:11    47.819;  9.97791;  283.128;
15:25:14    47.821;  9.98883;  283.139;
15:25:18    47.8201;  9.98378;  283.134;
15:25:21    47.8213;  9.99059;  283.141;
15:25:25    47.8193;  9.97937;  283.129;
15:25:28    47.8177;  9.97041;  283.12;
15:25:31    47.8183;  9.97402;  283.124;
15:25:35    47.8184;  9.97464;  283.125;
15:25:38    47.8174;  9.96878;  283.119;
15:25:42    47.8188;  9.97675;  283.127;
15:25:45    47.8189;  9.97728;  283.127;
15:25:49    47.8182;  9.97352;  283.124;
15:25:52    47.8188;  9.97643;  283.126;
15:25:55    47.8201;  9.98374;  283.134;
15:25:59    47.8161;  9.96169;  283.112;
15:26:02    47.8169;  9.9663;  283.116;
15:26:06    47.8178;  9.97131;  283.121;
15:26:09    47.8189;  9.97692;  283.127;
15:26:12    47.8196;  9.98089;  283.131;
15:26:16    47.8196;  9.9812;  283.131;
15:26:19    47.8175;  9.96931;  283.119;
15:26:23    47.8188;  9.9767;  283.127;
15:26:26    47.8181;  9.97263;  283.123;
15:26:30    47.8192;  9.97872;  283.129;
15:26:33    47.817;  9.96652;  283.117;
15:26:36    47.8177;  9.9708;  283.121;
15:26:40    47.8191;  9.97855;  283.129;
15:26:43    47.8175;  9.96959;  283.12;
15:26:47    47.8177;  9.97067;  283.121;
15:26:50    47.8189;  9.97726;  283.127;
15:26:54    47.8178;  9.97139;  283.121;
15:26:57    47.8184;  9.9742;  283.124;
15:27:00    47.8186;  9.97576;  283.126;
15:27:04    47.8185;  9.97516;  283.125;
15:27:07    47.8198;  9.98213;  283.132;
15:27:11    47.8194;  9.98009;  283.13;
15:27:14    47.8188;  9.97674;  283.127;
15:27:18    47.8186;  9.9758;  283.126;
15:27:21    47.8183;  9.97369;  283.124;
15:27:24    47.8182;  9.97342;  283.123;
15:27:28    47.8187;  9.97617;  283.126;
15:27:31    47.8179;  9.97191;  283.122;
15:27:35    47.817;  9.96693;  283.117;
15:27:38    47.8179;  9.97168;  283.122;
15:27:41    47.8179;  9.97164;  283.122;
15:27:45    47.8176;  9.96985;  283.12;
15:27:48    47.8182;  9.97347;  283.123;
15:27:52    47.8167;  9.96527;  283.115;
15:27:55    47.8182;  9.97328;  283.123;
15:27:59    47.8174;  9.96916;  283.119;
15:28:02    47.8197;  9.98173;  283.132;
