time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:05:19    51.5039;  30.2813;  303.431;
15:05:23    51.5015;  30.268;  303.418;
15:05:26    51.5009;  30.2646;  303.415;
15:05:29    51.4976;  30.2465;  303.396;
15:05:33    51.4986;  30.2518;  303.402;
15:05:36    51.4983;  30.25;  303.4;
15:05:40    51.4979;  30.2482;  303.398;
15:05:43    51.4993;  30.2558;  303.406;
15:05:47    51.4998;  30.2585;  303.408;
15:05:50    51.5016;  30.2686;  303.419;
15:05:54    51.4969;  30.2426;  303.393;
15:05:57    51.4969;  30.2425;  303.393;
15:06:00    51.4976;  30.2461;  303.396;
15:06:04    51.4992;  30.2551;  303.405;
15:06:07    51.4979;  30.2477;  303.398;
15:06:11    51.4995;  30.2568;  303.407;
15:06:14    51.4966;  30.2409;  303.391;
15:06:17    51.4986;  30.2519;  303.402;
15:06:21    51.4996;  30.2572;  303.407;
15:06:24    51.4983;  30.2499;  303.4;
15:06:28    51.5018;  30.2697;  303.42;
15:06:31    51.5016;  30.2686;  303.419;
15:06:35    51.5028;  30.2749;  303.425;
15:06:38    51.5035;  30.2788;  303.429;
15:06:41    51.5023;  30.2723;  303.422;
15:06:45    51.5021;  30.271;  303.421;
15:06:48    51.5018;  30.2696;  303.42;
15:06:52    51.5013;  30.2665;  303.416;
15:06:55    51.5021;  30.2709;  303.421;
15:06:58    51.5024;  30.2727;  303.423;
15:07:02    51.5034;  30.2785;  303.428;
15:07:05    51.502;  30.2705;  303.421;
15:07:09    51.5017;  30.2691;  303.419;
15:07:12    51.5018;  30.2692;  303.419;
15:07:16    51.501;  30.2649;  303.415;
15:07:19    51.499;  30.2542;  303.404;
15:07:22    51.5;  30.2593;  303.409;
15:07:26    51.5007;  30.2636;  303.414;
15:07:29    51.5025;  30.2734;  303.423;
15:07:33    51.5015;  30.2681;  303.418;
15:07:36    51.5008;  30.264;  303.414;
15:07:40    51.5023;  30.2724;  303.422;
15:07:43    51.5015;  30.2677;  303.418;
15:07:47    51.4999;  30.2591;  303.409;
15:07:50    51.5037;  30.2798;  303.43;
15:07:53    51.4999;  30.2588;  303.409;
15:07:57    51.501;  30.2648;  303.415;
15:08:00    51.5002;  30.2606;  303.411;
