time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:30:10    47.8147;  9.95384;  283.104;
11:30:13    47.8153;  9.95717;  283.107;
11:30:16    47.8157;  9.95953;  283.11;
11:30:20    47.8149;  9.95508;  283.105;
11:30:23    47.8156;  9.95925;  283.109;
11:30:27    47.814;  9.95029;  283.1;
11:30:30    47.8136;  9.94819;  283.098;
11:30:34    47.8143;  9.95181;  283.102;
11:30:37    47.8145;  9.95299;  283.103;
11:30:41    47.8124;  9.94123;  283.091;
11:30:44    47.8132;  9.94593;  283.096;
11:30:47    47.8152;  9.95667;  283.107;
11:30:51    47.816;  9.96117;  283.111;
11:30:54    47.8144;  9.95248;  283.102;
11:30:58    47.8157;  9.95952;  283.11;
11:31:01    47.8137;  9.94848;  283.098;
11:31:04    47.8155;  9.95847;  283.108;
11:31:08    47.8123;  9.94103;  283.091;
11:31:11    47.8132;  9.94565;  283.096;
11:31:15    47.8171;  9.96756;  283.118;
11:31:18    47.8144;  9.95247;  283.102;
11:31:22    47.8145;  9.95307;  283.103;
11:31:25    47.8137;  9.94836;  283.098;
11:31:28    47.8152;  9.95694;  283.107;
11:31:32    47.8133;  9.94634;  283.096;
11:31:35    47.8126;  9.94241;  283.092;
11:31:39    47.8141;  9.95071;  283.101;
11:31:42    47.8131;  9.94524;  283.095;
11:31:45    47.8146;  9.95341;  283.103;
11:31:49    47.8135;  9.94778;  283.098;
11:31:52    47.8124;  9.94173;  283.092;
11:31:56    47.8154;  9.95789;  283.108;
11:31:59    47.8127;  9.94312;  283.093;
11:32:03    47.8129;  9.94445;  283.094;
11:32:06    47.8125;  9.94179;  283.092;
11:32:10    47.8141;  9.95067;  283.101;
11:32:13    47.8142;  9.9516;  283.102;
11:32:16    47.815;  9.95556;  283.106;
11:32:20    47.8137;  9.94874;  283.099;
11:32:23    47.8145;  9.9531;  283.103;
11:32:27    47.8141;  9.95088;  283.101;
11:32:30    47.8144;  9.95235;  283.102;
11:32:33    47.8153;  9.9574;  283.107;
11:32:37    47.8135;  9.94737;  283.097;
11:32:40    47.8165;  9.96377;  283.114;
11:32:44    47.8141;  9.95082;  283.101;
11:32:47    47.8144;  9.95266;  283.103;
11:32:50    47.8151;  9.95639;  283.106;
11:32:54    47.8138;  9.94942;  283.099;
11:32:57    47.8174;  9.96872;  283.119;
11:33:01    47.8132;  9.94594;  283.096;
11:33:04    47.8161;  9.96173;  283.112;
11:33:08    47.8152;  9.95709;  283.107;
11:33:11    47.8126;  9.94274;  283.093;
