time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:26:26    51.5012;  30.2661;  303.416;
14:26:30    51.4997;  30.2578;  303.408;
14:26:33    51.5008;  30.264;  303.414;
14:26:36    51.5018;  30.2694;  303.419;
14:26:40    51.5019;  30.2698;  303.42;
14:26:43    51.5021;  30.2714;  303.421;
14:26:47    51.5;  30.2596;  303.41;
14:26:50    51.5014;  30.267;  303.417;
14:26:53    51.4997;  30.2578;  303.408;
14:26:57    51.5008;  30.2637;  303.414;
14:27:00    51.499;  30.2539;  303.404;
14:27:04    51.4988;  30.2531;  303.403;
14:27:07    51.5011;  30.2656;  303.416;
14:27:11    51.4993;  30.2554;  303.405;
14:27:14    51.5003;  30.261;  303.411;
14:27:17    51.5012;  30.266;  303.416;
14:27:21    51.4993;  30.2556;  303.406;
14:27:24    51.5004;  30.2617;  303.412;
14:27:28    51.5021;  30.2713;  303.421;
14:27:31    51.4994;  30.2565;  303.406;
14:27:35    51.4993;  30.2556;  303.406;
14:27:38    51.5003;  30.2612;  303.411;
14:27:41    51.5002;  30.2607;  303.411;
14:27:45    51.5011;  30.2654;  303.415;
14:27:48    51.5012;  30.2664;  303.416;
14:27:52    51.4998;  30.2584;  303.408;
14:27:55    51.4992;  30.2552;  303.405;
14:27:59    51.5013;  30.267;  303.417;
14:28:02    51.5005;  30.2625;  303.413;
14:28:05    51.5025;  30.2733;  303.423;
14:28:09    51.4985;  30.2514;  303.401;
14:28:12    51.5;  30.2595;  303.41;
14:28:16    51.5001;  30.2602;  303.41;
14:28:19    51.4989;  30.2536;  303.404;
14:28:22    51.5008;  30.2642;  303.414;
14:28:26    51.5006;  30.2629;  303.413;
14:28:29    51.5001;  30.2601;  303.41;
14:28:33    51.4997;  30.2577;  303.408;
14:28:36    51.4995;  30.257;  303.407;
14:28:39    51.5008;  30.2638;  303.414;
14:28:43    51.5005;  30.2625;  303.413;
14:28:46    51.5011;  30.2657;  303.416;
14:28:50    51.4994;  30.2562;  303.406;
14:28:53    51.5006;  30.2627;  303.413;
14:28:57    51.4988;  30.253;  303.403;
14:29:00    51.5016;  30.2684;  303.418;
