time   Resistance(Ohm);  Temperature('C);  Temperature(K);
10:52:15    47.82;  9.9833;  283.133;
10:52:18    47.8188;  9.97679;  283.127;
10:52:21    47.8199;  9.98251;  283.133;
10:52:25    47.8199;  9.9829;  283.133;
10:52:28    47.8198;  9.98211;  283.132;
10:52:32    47.8194;  9.97979;  283.13;
10:52:35    47.8196;  9.98094;  283.131;
10:52:38    47.8189;  9.97713;  283.127;
10:52:42    47.8197;  9.98161;  283.132;
10:52:45    47.8186;  9.97546;  283.125;
10:52:49    47.821;  9.98846;  283.138;
10:52:52    47.8216;  9.99205;  283.142;
10:52:56    47.8208;  9.98789;  283.138;
10:52:59    47.8181;  9.97255;  283.123;
10:53:03    47.8193;  9.97924;  283.129;
10:53:06    47.8191;  9.97815;  283.128;
10:53:09    47.8184;  9.97429;  283.124;
10:53:13    47.8181;  9.97271;  283.123;
10:53:16    47.8179;  9.97144;  283.121;
10:53:20    47.8189;  9.97725;  283.127;
10:53:23    47.818;  9.97236;  283.122;
10:53:27    47.8197;  9.98184;  283.132;
10:53:30    47.8187;  9.97597;  283.126;
10:53:33    47.819;  9.97786;  283.128;
10:53:37    47.8206;  9.98679;  283.137;
10:53:40    47.8182;  9.9732;  283.123;
10:53:43    47.819;  9.97771;  283.128;
10:53:47    47.8206;  9.98663;  283.137;
10:53:50    47.8191;  9.97828;  283.128;
10:53:54    47.8191;  9.97847;  283.128;
10:53:57    47.8191;  9.9784;  283.128;
10:54:01    47.8187;  9.97632;  283.126;
10:54:04    47.8209;  9.98803;  283.138;
10:54:08    47.8213;  9.99031;  283.14;
10:54:11    47.8191;  9.97841;  283.128;
10:54:14    47.8173;  9.96841;  283.118;
10:54:18    47.8185;  9.9751;  283.125;
10:54:21    47.8161;  9.96161;  283.112;
10:54:25    47.8166;  9.96459;  283.115;
10:54:28    47.8192;  9.97882;  283.129;
10:54:31    47.8186;  9.97527;  283.125;
10:54:35    47.8182;  9.97335;  283.123;
10:54:38    47.8183;  9.97371;  283.124;
10:54:42    47.8179;  9.97147;  283.121;
10:54:45    47.8163;  9.96266;  283.113;
10:54:49    47.8187;  9.97602;  283.126;
10:54:52    47.8184;  9.97448;  283.124;
