time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:39:09    47.8168;  9.96571;  283.116;
11:39:13    47.817;  9.9669;  283.117;
11:39:16    47.8174;  9.96882;  283.119;
11:39:20    47.8165;  9.96396;  283.114;
11:39:23    47.8147;  9.95425;  283.104;
11:39:26    47.8166;  9.9648;  283.115;
11:39:30    47.8174;  9.96888;  283.119;
11:39:33    47.817;  9.96688;  283.117;
11:39:37    47.8162;  9.9624;  283.112;
11:39:40    47.816;  9.96118;  283.111;
11:39:44    47.8163;  9.96272;  283.113;
11:39:47    47.8159;  9.96059;  283.111;
11:39:50    47.8171;  9.96709;  283.117;
11:39:54    47.8143;  9.95197;  283.102;
11:39:57    47.8169;  9.96629;  283.116;
11:40:01    47.8162;  9.96247;  283.112;
11:40:04    47.8163;  9.9631;  283.113;
11:40:08    47.8166;  9.96472;  283.115;
11:40:11    47.8178;  9.97118;  283.121;
11:40:14    47.8168;  9.96542;  283.115;
11:40:18    47.8145;  9.95286;  283.103;
11:40:21    47.8166;  9.9647;  283.115;
11:40:25    47.8159;  9.96093;  283.111;
11:40:28    47.816;  9.96104;  283.111;
11:40:31    47.817;  9.9666;  283.117;
11:40:35    47.8174;  9.96883;  283.119;
11:40:38    47.8167;  9.96492;  283.115;
11:40:42    47.8156;  9.95879;  283.109;
11:40:45    47.8169;  9.96638;  283.116;
11:40:49    47.8172;  9.96786;  283.118;
11:40:52    47.8166;  9.96479;  283.115;
11:40:56    47.8144;  9.9525;  283.103;
11:40:59    47.8177;  9.97035;  283.12;
11:41:02    47.8158;  9.96033;  283.11;
11:41:06    47.8157;  9.95949;  283.109;
11:41:09    47.815;  9.95564;  283.106;
11:41:13    47.8151;  9.95653;  283.107;
11:41:16    47.8155;  9.95863;  283.109;
11:41:19    47.8154;  9.95773;  283.108;
11:41:23    47.8157;  9.95948;  283.109;
11:41:26    47.8163;  9.96287;  283.113;
11:41:30    47.8153;  9.95751;  283.108;
11:41:33    47.8167;  9.9651;  283.115;
11:41:37    47.8159;  9.96059;  283.111;
11:41:40    47.8163;  9.963;  283.113;
11:41:43    47.8149;  9.95545;  283.105;
11:41:47    47.8159;  9.9609;  283.111;
11:41:50    47.816;  9.96134;  283.111;
11:41:54    47.8131;  9.94553;  283.096;
11:41:57    47.817;  9.96683;  283.117;
11:42:00    47.8168;  9.96571;  283.116;
11:42:04    47.8169;  9.96634;  283.116;
11:42:07    47.8164;  9.96358;  283.114;
11:42:11    47.8152;  9.95694;  283.107;
