time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:44:34    51.4988;  30.2526;  303.403;
11:44:37    51.4985;  30.2512;  303.401;
11:44:41    51.4989;  30.2535;  303.403;
11:44:44    51.4994;  30.2564;  303.406;
11:44:48    51.4967;  30.2413;  303.391;
11:44:51    51.4989;  30.2536;  303.404;
11:44:54    51.4972;  30.2443;  303.394;
11:44:58    51.497;  30.243;  303.393;
11:45:01    51.4975;  30.2457;  303.396;
11:45:05    51.4964;  30.2396;  303.39;
11:45:08    51.4984;  30.2509;  303.401;
11:45:11    51.4982;  30.2495;  303.399;
11:45:15    51.4999;  30.2589;  303.409;
11:45:18    51.4969;  30.2427;  303.393;
11:45:22    51.4979;  30.2478;  303.398;
11:45:25    51.4963;  30.2392;  303.389;
11:45:28    51.4984;  30.2509;  303.401;
11:45:32    51.4971;  30.2433;  303.393;
11:45:35    51.4966;  30.2406;  303.391;
11:45:39    51.498;  30.2486;  303.399;
11:45:42    51.4963;  30.2392;  303.389;
11:45:46    51.4956;  30.2352;  303.385;
11:45:49    51.4974;  30.2453;  303.395;
11:45:52    51.4977;  30.2466;  303.397;
11:45:56    51.4959;  30.237;  303.387;
11:45:59    51.4978;  30.2473;  303.397;
11:46:03    51.4969;  30.2422;  303.392;
11:46:06    51.495;  30.232;  303.382;
11:46:10    51.4957;  30.2359;  303.386;
11:46:13    51.4966;  30.2406;  303.391;
11:46:17    51.4958;  30.2365;  303.386;
11:46:20    51.496;  30.2374;  303.387;
11:46:23    51.4985;  30.2512;  303.401;
11:46:27    51.4973;  30.2446;  303.395;
11:46:30    51.4973;  30.2448;  303.395;
11:46:34    51.4965;  30.24;  303.39;
11:46:37    51.4964;  30.2395;  303.389;
11:46:40    51.4967;  30.2415;  303.392;
11:46:44    51.4983;  30.2501;  303.4;
11:46:47    51.497;  30.2428;  303.393;
11:46:51    51.4955;  30.2346;  303.385;
11:46:54    51.4977;  30.2471;  303.397;
11:46:57    51.4963;  30.2389;  303.389;
11:47:01    51.4967;  30.2415;  303.391;
