time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:26:29    44.1813;  -9.94541;  263.205;
15:26:32    44.1808;  -9.94847;  263.202;
15:26:36    44.1779;  -9.96417;  263.186;
15:26:39    44.1765;  -9.97193;  263.178;
15:26:43    44.1784;  -9.96117;  263.189;
15:26:46    44.1776;  -9.96559;  263.184;
15:26:49    44.1776;  -9.96552;  263.184;
15:26:53    44.1766;  -9.97147;  263.179;
15:26:56    44.1791;  -9.95743;  263.193;
15:27:00    44.1787;  -9.95948;  263.191;
15:27:03    44.1762;  -9.97354;  263.176;
15:27:06    44.1765;  -9.97148;  263.179;
15:27:10    44.1773;  -9.9676;  263.182;
15:27:13    44.177;  -9.96887;  263.181;
15:27:17    44.1769;  -9.96954;  263.18;
15:27:20    44.1773;  -9.96729;  263.183;
15:27:24    44.1764;  -9.9723;  263.178;
15:27:27    44.1766;  -9.97122;  263.179;
15:27:30    44.1765;  -9.97157;  263.178;
15:27:34    44.1785;  -9.96069;  263.189;
15:27:37    44.1777;  -9.96499;  263.185;
15:27:41    44.1783;  -9.96174;  263.188;
15:27:44    44.1776;  -9.9656;  263.184;
15:27:47    44.1778;  -9.96476;  263.185;
15:27:51    44.177;  -9.96876;  263.181;
15:27:54    44.1771;  -9.96862;  263.181;
15:27:58    44.179;  -9.95788;  263.192;
15:28:01    44.1776;  -9.96594;  263.184;
15:28:05    44.1772;  -9.96812;  263.182;
15:28:08    44.177;  -9.96879;  263.181;
15:28:12    44.1793;  -9.95663;  263.193;
15:28:15    44.1787;  -9.95952;  263.19;
15:28:18    44.1755;  -9.97737;  263.173;
15:28:22    44.1784;  -9.96146;  263.189;
15:28:25    44.1775;  -9.96606;  263.184;
15:28:29    44.1791;  -9.95748;  263.193;
15:28:32    44.1798;  -9.95365;  263.196;
15:28:35    44.1754;  -9.97784;  263.172;
15:28:39    44.1772;  -9.96798;  263.182;
15:28:42    44.1779;  -9.96385;  263.186;
15:28:46    44.1783;  -9.96209;  263.188;
15:28:49    44.1771;  -9.96845;  263.182;
15:28:52    44.1771;  -9.96867;  263.181;
15:28:56    44.1767;  -9.97073;  263.179;
15:28:59    44.1782;  -9.96227;  263.188;
15:29:03    44.1768;  -9.97034;  263.18;
15:29:06    44.1771;  -9.96824;  263.182;
15:29:10    44.1767;  -9.97084;  263.179;
15:29:13    44.1766;  -9.9711;  263.179;
15:29:16    44.1764;  -9.97217;  263.178;
15:29:20    44.178;  -9.9638;  263.186;
15:29:23    44.1769;  -9.9695;  263.181;
