time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:33:24    51.5162;  30.3491;  303.499;
13:33:28    51.5145;  30.3399;  303.49;
13:33:31    51.5145;  30.3399;  303.49;
13:33:34    51.5128;  30.3304;  303.48;
13:33:38    51.5139;  30.3364;  303.486;
13:33:41    51.5122;  30.327;  303.477;
13:33:45    51.5142;  30.3383;  303.488;
13:33:48    51.5134;  30.3338;  303.484;
13:33:51    51.5151;  30.3431;  303.493;
13:33:55    51.5145;  30.3395;  303.49;
13:33:58    51.5139;  30.3365;  303.486;
13:34:02    51.5154;  30.3448;  303.495;
13:34:05    51.5142;  30.3378;  303.488;
13:34:08    51.5134;  30.3334;  303.483;
13:34:12    51.515;  30.3423;  303.492;
13:34:15    51.5142;  30.3377;  303.488;
13:34:19    51.5144;  30.3391;  303.489;
13:34:22    51.5129;  30.3306;  303.481;
13:34:26    51.5136;  30.3348;  303.485;
13:34:29    51.5154;  30.3446;  303.495;
13:34:33    51.5158;  30.3468;  303.497;
13:34:36    51.5139;  30.3364;  303.486;
13:34:39    51.5145;  30.3395;  303.489;
13:34:43    51.5144;  30.3389;  303.489;
13:34:46    51.5142;  30.3377;  303.488;
13:34:50    51.5141;  30.3373;  303.487;
13:34:53    51.5142;  30.338;  303.488;
13:34:56    51.5137;  30.3355;  303.485;
13:35:00    51.5139;  30.3363;  303.486;
13:35:03    51.5123;  30.3273;  303.477;
13:35:07    51.5145;  30.3395;  303.49;
13:35:10    51.5127;  30.3298;  303.48;
13:35:14    51.514;  30.3371;  303.487;
13:35:17    51.5145;  30.3395;  303.489;
13:35:20    51.5145;  30.3396;  303.49;
13:35:24    51.5152;  30.3434;  303.493;
13:35:27    51.5144;  30.339;  303.489;
13:35:31    51.514;  30.3371;  303.487;
13:35:34    51.5128;  30.3303;  303.48;
13:35:38    51.5127;  30.3295;  303.48;
13:35:41    51.5122;  30.3271;  303.477;
13:35:44    51.5118;  30.3245;  303.475;
13:35:48    51.5151;  30.3432;  303.493;
13:35:51    51.514;  30.3369;  303.487;
13:35:55    51.5149;  30.342;  303.492;
