time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:05:29    47.818;  9.97245;  283.122;
15:05:33    47.817;  9.96654;  283.117;
15:05:36    47.8179;  9.97146;  283.121;
15:05:40    47.8175;  9.96957;  283.12;
15:05:43    47.8171;  9.96757;  283.118;
15:05:46    47.8174;  9.96916;  283.119;
15:05:50    47.8168;  9.96538;  283.115;
15:05:53    47.8159;  9.96043;  283.11;
15:05:57    47.8171;  9.96744;  283.117;
15:06:00    47.8167;  9.96518;  283.115;
15:06:03    47.817;  9.96693;  283.117;
15:06:07    47.8172;  9.96794;  283.118;
15:06:10    47.8184;  9.97458;  283.125;
15:06:14    47.8166;  9.96457;  283.115;
15:06:17    47.8177;  9.9707;  283.121;
15:06:20    47.8155;  9.95843;  283.108;
15:06:24    47.8164;  9.9634;  283.113;
15:06:27    47.817;  9.96688;  283.117;
15:06:31    47.818;  9.97248;  283.122;
15:06:34    47.8166;  9.96467;  283.115;
15:06:38    47.8169;  9.96602;  283.116;
15:06:41    47.8172;  9.96806;  283.118;
15:06:45    47.8152;  9.95665;  283.107;
15:06:48    47.8169;  9.96616;  283.116;
15:06:51    47.8184;  9.9745;  283.124;
15:06:55    47.8165;  9.96373;  283.114;
15:06:58    47.8162;  9.96233;  283.112;
15:07:02    47.8159;  9.9608;  283.111;
15:07:05    47.8168;  9.96539;  283.115;
15:07:08    47.8173;  9.96816;  283.118;
15:07:12    47.8156;  9.95911;  283.109;
15:07:15    47.8166;  9.96462;  283.115;
15:07:19    47.8162;  9.96223;  283.112;
15:07:22    47.8155;  9.95866;  283.109;
15:07:26    47.8164;  9.9636;  283.114;
15:07:29    47.8166;  9.96446;  283.114;
15:07:32    47.8194;  9.97974;  283.13;
15:07:36    47.8159;  9.96081;  283.111;
15:07:39    47.8169;  9.96637;  283.116;
15:07:43    47.8172;  9.96794;  283.118;
15:07:46    47.8171;  9.96752;  283.118;
15:07:49    47.8167;  9.9653;  283.115;
15:07:53    47.8152;  9.9569;  283.107;
15:07:56    47.8169;  9.96604;  283.116;
15:08:00    47.8167;  9.96505;  283.115;
15:08:03    47.8169;  9.96644;  283.116;
15:08:07    47.8161;  9.96199;  283.112;
15:08:10    47.8165;  9.96391;  283.114;
