time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:24:37    44.184;  -9.9309;  263.219;
13:24:41    44.1846;  -9.92754;  263.222;
13:24:44    44.1855;  -9.92272;  263.227;
13:24:48    44.184;  -9.93057;  263.219;
13:24:51    44.1852;  -9.92419;  263.226;
13:24:55    44.1837;  -9.93227;  263.218;
13:24:58    44.1842;  -9.92974;  263.22;
13:25:01    44.1834;  -9.93399;  263.216;
13:25:05    44.1844;  -9.92847;  263.222;
13:25:08    44.1821;  -9.94141;  263.209;
13:25:12    44.1826;  -9.93832;  263.212;
13:25:15    44.1835;  -9.93327;  263.217;
13:25:18    44.1841;  -9.93027;  263.22;
13:25:22    44.1839;  -9.93121;  263.219;
13:25:25    44.1836;  -9.93273;  263.217;
13:25:29    44.1838;  -9.93211;  263.218;
13:25:32    44.1813;  -9.94528;  263.205;
13:25:36    44.1826;  -9.93866;  263.211;
13:25:39    44.1854;  -9.92311;  263.227;
13:25:43    44.185;  -9.92529;  263.225;
13:25:46    44.1832;  -9.93532;  263.215;
13:25:49    44.1828;  -9.93738;  263.213;
13:25:53    44.184;  -9.93106;  263.219;
13:25:56    44.1832;  -9.93503;  263.215;
13:26:00    44.184;  -9.93061;  263.219;
13:26:03    44.1828;  -9.93733;  263.213;
13:26:07    44.1842;  -9.92969;  263.22;
13:26:10    44.1849;  -9.92582;  263.224;
13:26:13    44.1833;  -9.93463;  263.215;
13:26:17    44.1834;  -9.93396;  263.216;
13:26:20    44.182;  -9.94173;  263.208;
13:26:24    44.1844;  -9.92865;  263.221;
13:26:27    44.1845;  -9.9279;  263.222;
13:26:31    44.1829;  -9.93693;  263.213;
13:26:34    44.1819;  -9.94206;  263.208;
13:26:37    44.1819;  -9.94203;  263.208;
13:26:41    44.1846;  -9.92759;  263.222;
13:26:44    44.1841;  -9.93022;  263.22;
13:26:48    44.1829;  -9.9369;  263.213;
13:26:51    44.1816;  -9.9437;  263.206;
13:26:54    44.1835;  -9.93365;  263.216;
13:26:58    44.1837;  -9.93246;  263.218;
13:27:01    44.1826;  -9.9387;  263.211;
13:27:05    44.1819;  -9.94201;  263.208;
13:27:08    44.183;  -9.93624;  263.214;
13:27:12    44.1822;  -9.94044;  263.21;
13:27:15    44.1833;  -9.93459;  263.215;
13:27:18    44.1835;  -9.93346;  263.217;
13:27:22    44.1838;  -9.93174;  263.218;
13:27:25    44.1829;  -9.93656;  263.213;
