time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:51:51    44.1898;  -9.89886;  263.251;
12:51:55    44.192;  -9.88707;  263.263;
12:51:58    44.1911;  -9.89218;  263.258;
12:52:02    44.192;  -9.88692;  263.263;
12:52:05    44.1921;  -9.88677;  263.263;
12:52:08    44.1911;  -9.89194;  263.258;
12:52:12    44.1905;  -9.89519;  263.255;
12:52:15    44.1915;  -9.88986;  263.26;
12:52:19    44.1928;  -9.88259;  263.267;
12:52:22    44.1894;  -9.90148;  263.249;
12:52:26    44.1909;  -9.89316;  263.257;
12:52:29    44.1916;  -9.88949;  263.261;
12:52:32    44.1919;  -9.88773;  263.262;
12:52:36    44.1896;  -9.9002;  263.25;
12:52:39    44.1905;  -9.89525;  263.255;
12:52:43    44.1927;  -9.88309;  263.267;
12:52:46    44.1891;  -9.90314;  263.247;
12:52:50    44.1915;  -9.88958;  263.26;
12:52:53    44.1919;  -9.88758;  263.262;
12:52:56    44.1899;  -9.89847;  263.252;
12:53:00    44.1902;  -9.89718;  263.253;
12:53:03    44.1916;  -9.88928;  263.261;
12:53:07    44.1912;  -9.89128;  263.259;
12:53:10    44.1909;  -9.89313;  263.257;
12:53:13    44.1925;  -9.8843;  263.266;
12:53:17    44.191;  -9.89251;  263.257;
12:53:20    44.1914;  -9.89041;  263.26;
12:53:24    44.1891;  -9.90301;  263.247;
12:53:27    44.1888;  -9.9048;  263.245;
12:53:30    44.1904;  -9.896;  263.254;
12:53:34    44.1916;  -9.88956;  263.26;
12:53:37    44.1903;  -9.8966;  263.253;
12:53:41    44.1917;  -9.8889;  263.261;
12:53:44    44.1911;  -9.89186;  263.258;
12:53:48    44.1903;  -9.89626;  263.254;
12:53:51    44.191;  -9.89273;  263.257;
12:53:55    44.1901;  -9.89762;  263.252;
12:53:58    44.1899;  -9.89847;  263.252;
12:54:01    44.1914;  -9.89047;  263.26;
12:54:05    44.1882;  -9.90779;  263.242;
12:54:08    44.1899;  -9.89876;  263.251;
12:54:12    44.1895;  -9.90089;  263.249;
12:54:15    44.1901;  -9.89758;  263.252;
12:54:18    44.1891;  -9.90303;  263.247;
12:54:22    44.191;  -9.89242;  263.258;
12:54:25    44.1892;  -9.90238;  263.248;
12:54:29    44.1928;  -9.88283;  263.267;
