time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:26:49    51.5158;  30.3471;  303.497;
15:26:52    51.5161;  30.3486;  303.499;
15:26:55    51.5138;  30.3357;  303.486;
15:26:59    51.5139;  30.3361;  303.486;
15:27:02    51.5155;  30.345;  303.495;
15:27:06    51.5156;  30.3458;  303.496;
15:27:09    51.513;  30.3311;  303.481;
15:27:13    51.5155;  30.3449;  303.495;
15:27:16    51.5158;  30.3467;  303.497;
15:27:20    51.5143;  30.3387;  303.489;
15:27:23    51.5143;  30.3385;  303.489;
15:27:26    51.5159;  30.3475;  303.498;
15:27:30    51.5142;  30.3379;  303.488;
15:27:33    51.5138;  30.3356;  303.486;
15:27:37    51.5155;  30.3453;  303.495;
15:27:40    51.5139;  30.3366;  303.487;
15:27:43    51.5128;  30.3304;  303.48;
15:27:47    51.5156;  30.3455;  303.495;
15:27:50    51.5163;  30.3496;  303.5;
15:27:54    51.5136;  30.3344;  303.484;
15:27:57    51.5149;  30.3418;  303.492;
15:28:01    51.5161;  30.3487;  303.499;
15:28:04    51.5134;  30.3334;  303.483;
15:28:07    51.5131;  30.3319;  303.482;
15:28:11    51.5146;  30.3404;  303.49;
15:28:14    51.5151;  30.3429;  303.493;
15:28:18    51.5149;  30.3416;  303.492;
15:28:21    51.5155;  30.3454;  303.495;
15:28:24    51.5151;  30.3428;  303.493;
15:28:28    51.5141;  30.3374;  303.487;
15:28:31    51.5122;  30.3271;  303.477;
15:28:35    51.5145;  30.3398;  303.49;
15:28:38    51.5132;  30.3326;  303.483;
15:28:41    51.5146;  30.34;  303.49;
15:28:45    51.5134;  30.3334;  303.483;
15:28:48    51.513;  30.3312;  303.481;
15:28:52    51.5153;  30.344;  303.494;
15:28:55    51.5147;  30.3405;  303.491;
15:28:59    51.5155;  30.3451;  303.495;
15:29:02    51.5135;  30.3341;  303.484;
15:29:05    51.5149;  30.3419;  303.492;
15:29:09    51.5141;  30.3375;  303.487;
15:29:12    51.5142;  30.3383;  303.488;
15:29:16    51.5139;  30.3363;  303.486;
15:29:19    51.5149;  30.3417;  303.492;
15:29:23    51.5143;  30.3383;  303.488;
