time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:24:49    51.5147;  30.3405;  303.491;
13:24:52    51.5139;  30.3362;  303.486;
13:24:56    51.5125;  30.3288;  303.479;
13:24:59    51.5135;  30.3344;  303.484;
13:25:03    51.5156;  30.3457;  303.496;
13:25:06    51.5107;  30.3188;  303.469;
13:25:09    51.5136;  30.3349;  303.485;
13:25:13    51.5132;  30.3327;  303.483;
13:25:16    51.5128;  30.3301;  303.48;
13:25:20    51.513;  30.3315;  303.481;
13:25:23    51.5128;  30.3303;  303.48;
13:25:27    51.5123;  30.3277;  303.478;
13:25:30    51.5091;  30.3101;  303.46;
13:25:33    51.5096;  30.3126;  303.463;
13:25:37    51.5109;  30.3197;  303.47;
13:25:40    51.5093;  30.3106;  303.461;
13:25:44    51.51;  30.3148;  303.465;
13:25:47    51.5113;  30.3218;  303.472;
13:25:50    51.5089;  30.3086;  303.459;
13:25:54    51.5093;  30.311;  303.461;
13:25:57    51.5101;  30.3153;  303.465;
13:26:01    51.5127;  30.3299;  303.48;
13:26:04    51.5101;  30.3153;  303.465;
13:26:08    51.5095;  30.312;  303.462;
13:26:11    51.5085;  30.3063;  303.456;
13:26:14    51.5092;  30.3104;  303.46;
13:26:18    51.5105;  30.3177;  303.468;
13:26:21    51.5082;  30.3051;  303.455;
13:26:25    51.5104;  30.3169;  303.467;
13:26:28    51.5098;  30.3138;  303.464;
13:26:31    51.5091;  30.3095;  303.46;
13:26:35    51.5097;  30.3132;  303.463;
13:26:38    51.5085;  30.3067;  303.457;
13:26:42    51.5083;  30.3053;  303.455;
13:26:45    51.5143;  30.3385;  303.488;
13:26:49    51.5136;  30.3349;  303.485;
13:26:52    51.5128;  30.3303;  303.48;
13:26:55    51.5139;  30.3361;  303.486;
13:26:59    51.5144;  30.339;  303.489;
13:27:02    51.514;  30.3367;  303.487;
13:27:06    51.5137;  30.3353;  303.485;
13:27:09    51.5129;  30.331;  303.481;
13:27:12    51.5127;  30.3298;  303.48;
13:27:16    51.5132;  30.3323;  303.482;
13:27:19    51.5123;  30.3273;  303.477;
13:27:23    51.5131;  30.3319;  303.482;
13:27:26    51.514;  30.3368;  303.487;
13:27:30    51.5133;  30.3331;  303.483;
13:27:33    51.5123;  30.3277;  303.478;
13:27:36    51.515;  30.3426;  303.493;
13:27:40    51.5119;  30.3254;  303.475;
13:27:43    51.5132;  30.3323;  303.482;
13:27:47    51.5126;  30.3294;  303.479;
13:27:50    51.5125;  30.3285;  303.479;
