time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:51:49    51.5034;  30.2782;  303.428;
15:51:53    51.5035;  30.2789;  303.429;
15:51:56    51.5012;  30.2661;  303.416;
15:51:59    51.5032;  30.2772;  303.427;
15:52:03    51.5039;  30.2813;  303.431;
15:52:06    51.5036;  30.2795;  303.43;
15:52:10    51.5033;  30.2775;  303.428;
15:52:13    51.504;  30.2815;  303.432;
15:52:17    51.5034;  30.2782;  303.428;
15:52:20    51.5031;  30.2766;  303.427;
15:52:23    51.5048;  30.2859;  303.436;
15:52:27    51.5024;  30.2727;  303.423;
15:52:30    51.5039;  30.2812;  303.431;
15:52:34    51.5036;  30.2792;  303.429;
15:52:37    51.4984;  30.2508;  303.401;
15:52:40    51.4988;  30.2527;  303.403;
15:52:44    51.4981;  30.2491;  303.399;
15:52:47    51.4982;  30.2494;  303.399;
15:52:51    51.4997;  30.2581;  303.408;
15:52:54    51.4991;  30.2543;  303.404;
15:52:58    51.5003;  30.2614;  303.411;
15:53:01    51.4987;  30.2521;  303.402;
15:53:04    51.4992;  30.2548;  303.405;
15:53:08    51.4982;  30.2494;  303.399;
15:53:11    51.4994;  30.2561;  303.406;
15:53:15    51.4993;  30.2557;  303.406;
15:53:18    51.5004;  30.2615;  303.411;
15:53:22    51.4965;  30.2403;  303.39;
15:53:25    51.4995;  30.2567;  303.407;
15:53:28    51.4982;  30.2496;  303.4;
15:53:32    51.4976;  30.2461;  303.396;
15:53:35    51.5006;  30.263;  303.413;
15:53:39    51.5;  30.2597;  303.41;
15:53:42    51.5003;  30.2611;  303.411;
15:53:45    51.4992;  30.2551;  303.405;
15:53:49    51.4987;  30.2526;  303.403;
15:53:52    51.4994;  30.2563;  303.406;
15:53:56    51.4983;  30.2499;  303.4;
15:53:59    51.4981;  30.2492;  303.399;
15:54:02    51.5007;  30.2634;  303.413;
15:54:06    51.5003;  30.2611;  303.411;
15:54:09    51.4997;  30.258;  303.408;
15:54:13    51.4994;  30.256;  303.406;
15:54:16    51.5;  30.2594;  303.409;
