time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:31:24    44.1933;  -9.88016;  263.27;
14:31:27    44.1909;  -9.89327;  263.257;
14:31:31    44.1916;  -9.88951;  263.26;
14:31:34    44.192;  -9.88719;  263.263;
14:31:38    44.1915;  -9.8896;  263.26;
14:31:41    44.1919;  -9.88774;  263.262;
14:31:45    44.1918;  -9.88844;  263.262;
14:31:48    44.1936;  -9.87817;  263.272;
14:31:51    44.1912;  -9.89142;  263.259;
14:31:55    44.1929;  -9.88192;  263.268;
14:31:58    44.1914;  -9.89021;  263.26;
14:32:02    44.1926;  -9.88374;  263.266;
14:32:05    44.1929;  -9.88201;  263.268;
14:32:08    44.1908;  -9.8937;  263.256;
14:32:12    44.1923;  -9.88549;  263.265;
14:32:15    44.1919;  -9.88778;  263.262;
14:32:19    44.1924;  -9.88486;  263.265;
14:32:22    44.1927;  -9.88313;  263.267;
14:32:25    44.1928;  -9.883;  263.267;
14:32:29    44.1909;  -9.89329;  263.257;
14:32:32    44.1915;  -9.88971;  263.26;
14:32:36    44.1911;  -9.89196;  263.258;
14:32:39    44.194;  -9.87619;  263.274;
14:32:42    44.19;  -9.89814;  263.252;
14:32:46    44.1913;  -9.89066;  263.259;
14:32:49    44.1915;  -9.88975;  263.26;
14:32:53    44.1906;  -9.89471;  263.255;
14:32:56    44.1904;  -9.89579;  263.254;
14:33:00    44.1899;  -9.89862;  263.251;
14:33:03    44.1923;  -9.88543;  263.265;
14:33:07    44.1917;  -9.88852;  263.261;
14:33:10    44.1919;  -9.88772;  263.262;
14:33:13    44.19;  -9.89795;  263.252;
14:33:17    44.1917;  -9.88854;  263.261;
14:33:20    44.1938;  -9.8774;  263.273;
14:33:24    44.1926;  -9.88375;  263.266;
14:33:27    44.1915;  -9.88961;  263.26;
14:33:30    44.1925;  -9.88414;  263.266;
14:33:34    44.1923;  -9.88548;  263.265;
14:33:37    44.1916;  -9.88956;  263.26;
14:33:41    44.1906;  -9.89464;  263.255;
14:33:44    44.1907;  -9.89414;  263.256;
14:33:48    44.1928;  -9.88293;  263.267;
14:33:51    44.193;  -9.88164;  263.268;
14:33:54    44.1922;  -9.88627;  263.264;
14:33:58    44.1926;  -9.8837;  263.266;
14:34:01    44.1926;  -9.8839;  263.266;
14:34:05    44.1936;  -9.8781;  263.272;
14:34:08    44.1919;  -9.88746;  263.263;
14:34:11    44.191;  -9.89266;  263.257;
14:34:15    44.1924;  -9.88476;  263.265;
14:34:18    44.1911;  -9.89188;  263.258;
14:34:22    44.1922;  -9.88577;  263.264;
14:34:25    44.1923;  -9.88566;  263.264;
14:34:28    44.1929;  -9.88233;  263.268;
14:34:32    44.1911;  -9.89191;  263.258;
14:34:35    44.1945;  -9.87336;  263.277;
14:34:39    44.1959;  -9.86569;  263.284;
14:34:42    44.1929;  -9.882;  263.268;
14:34:46    44.1965;  -9.86253;  263.287;
14:34:49    44.1946;  -9.87304;  263.277;
14:34:52    44.1944;  -9.87401;  263.276;
14:34:56    44.1936;  -9.87838;  263.272;
14:34:59    44.1945;  -9.87319;  263.277;
14:35:03    44.1942;  -9.87527;  263.275;
