time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:17:51    44.1966;  -9.86203;  263.288;
12:17:55    44.1936;  -9.87839;  263.272;
12:17:58    44.1926;  -9.88398;  263.266;
12:18:02    44.1918;  -9.88793;  263.262;
12:18:05    44.1931;  -9.88123;  263.269;
12:18:08    44.1937;  -9.87794;  263.272;
12:18:12    44.1929;  -9.88237;  263.268;
12:18:15    44.1928;  -9.88288;  263.267;
12:18:19    44.1923;  -9.88551;  263.264;
12:18:22    44.1925;  -9.88453;  263.265;
12:18:25    44.1928;  -9.88253;  263.267;
12:18:29    44.1949;  -9.87144;  263.279;
12:18:32    44.192;  -9.88713;  263.263;
12:18:36    44.1934;  -9.87948;  263.271;
12:18:39    44.193;  -9.88148;  263.269;
12:18:43    44.192;  -9.88685;  263.263;
12:18:46    44.1925;  -9.88454;  263.265;
12:18:50    44.1926;  -9.88393;  263.266;
12:18:53    44.192;  -9.8873;  263.263;
12:18:56    44.1918;  -9.88823;  263.262;
12:19:00    44.1915;  -9.88976;  263.26;
12:19:03    44.1923;  -9.88535;  263.265;
12:19:07    44.193;  -9.88139;  263.269;
12:19:10    44.1908;  -9.89392;  263.256;
12:19:13    44.1911;  -9.89204;  263.258;
12:19:17    44.193;  -9.88156;  263.268;
12:19:20    44.1923;  -9.88563;  263.264;
12:19:24    44.1924;  -9.8852;  263.265;
12:19:27    44.1909;  -9.89301;  263.257;
12:19:31    44.193;  -9.88178;  263.268;
12:19:34    44.1893;  -9.90177;  263.248;
12:19:37    44.1926;  -9.88396;  263.266;
12:19:41    44.1938;  -9.87746;  263.273;
12:19:44    44.1919;  -9.8879;  263.262;
12:19:48    44.1931;  -9.88108;  263.269;
12:19:51    44.1914;  -9.89049;  263.26;
12:19:54    44.194;  -9.87631;  263.274;
12:19:58    44.1909;  -9.89309;  263.257;
12:20:01    44.1928;  -9.88256;  263.267;
12:20:05    44.1918;  -9.88819;  263.262;
12:20:08    44.189;  -9.90365;  263.246;
12:20:12    44.1935;  -9.87883;  263.271;
12:20:15    44.1914;  -9.89022;  263.26;
12:20:18    44.1943;  -9.87479;  263.275;
12:20:22    44.191;  -9.89245;  263.258;
12:20:25    44.192;  -9.88737;  263.263;
12:20:29    44.1921;  -9.88634;  263.264;
