time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:40:23    51.5116;  30.3239;  303.474;
12:40:26    51.5127;  30.3295;  303.48;
12:40:29    51.5108;  30.3191;  303.469;
12:40:33    51.5105;  30.3176;  303.468;
12:40:36    51.5126;  30.3293;  303.479;
12:40:40    51.5117;  30.324;  303.474;
12:40:43    51.5107;  30.3185;  303.468;
12:40:47    51.5096;  30.3124;  303.462;
12:40:50    51.5109;  30.32;  303.47;
12:40:53    51.511;  30.3203;  303.47;
12:40:57    51.5105;  30.3178;  303.468;
12:41:00    51.5123;  30.3274;  303.477;
12:41:04    51.5104;  30.3168;  303.467;
12:41:07    51.5102;  30.3162;  303.466;
12:41:11    51.5113;  30.322;  303.472;
12:41:14    51.5102;  30.3157;  303.466;
12:41:17    51.5114;  30.3225;  303.473;
12:41:21    51.5116;  30.3234;  303.473;
12:41:24    51.5105;  30.3177;  303.468;
12:41:28    51.5108;  30.3192;  303.469;
12:41:31    51.5102;  30.3161;  303.466;
12:41:35    51.512;  30.3261;  303.476;
12:41:38    51.5142;  30.3379;  303.488;
12:41:41    51.5101;  30.3156;  303.466;
12:41:45    51.5103;  30.3163;  303.466;
12:41:48    51.5103;  30.3166;  303.467;
12:41:52    51.5105;  30.3176;  303.468;
12:41:55    51.5107;  30.3189;  303.469;
12:41:58    51.5114;  30.3223;  303.472;
12:42:02    51.5102;  30.3157;  303.466;
12:42:05    51.5099;  30.314;  303.464;
12:42:09    51.5112;  30.3213;  303.471;
12:42:12    51.5105;  30.3178;  303.468;
12:42:15    51.5089;  30.3087;  303.459;
12:42:19    51.5123;  30.3276;  303.478;
12:42:22    51.5113;  30.3222;  303.472;
12:42:26    51.5099;  30.3145;  303.464;
12:42:29    51.5121;  30.3264;  303.476;
12:42:33    51.5118;  30.3246;  303.475;
12:42:36    51.5128;  30.3303;  303.48;
12:42:40    51.5109;  30.3199;  303.47;
12:42:43    51.5114;  30.3224;  303.472;
12:42:46    51.5094;  30.3114;  303.461;
12:42:50    51.5116;  30.3235;  303.474;
12:42:53    51.5098;  30.3137;  303.464;
12:42:57    51.5117;  30.3245;  303.474;
12:43:00    51.5113;  30.3222;  303.472;
