time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:29:29    47.8291;  10.033;  283.183;
13:29:33    47.8281;  10.0276;  283.178;
13:29:36    47.8268;  10.0207;  283.171;
13:29:40    47.8258;  10.0151;  283.165;
13:29:43    47.8262;  10.0174;  283.167;
13:29:46    47.8273;  10.0235;  283.173;
13:29:50    47.8267;  10.0199;  283.17;
13:29:53    47.8289;  10.0319;  283.182;
13:29:57    47.8276;  10.0249;  283.175;
13:30:00    47.8284;  10.0294;  283.179;
13:30:04    47.8262;  10.0171;  283.167;
13:30:07    47.8281;  10.0279;  283.178;
13:30:10    47.8262;  10.0175;  283.167;
13:30:14    47.8285;  10.03;  283.18;
13:30:17    47.8272;  10.0231;  283.173;
13:30:21    47.8283;  10.0291;  283.179;
13:30:24    47.8282;  10.0284;  283.178;
13:30:28    47.8306;  10.0413;  283.191;
13:30:31    47.8265;  10.019;  283.169;
13:30:34    47.8276;  10.0252;  283.175;
13:30:38    47.8259;  10.0156;  283.166;
13:30:41    47.8259;  10.0154;  283.165;
13:30:45    47.8271;  10.0221;  283.172;
13:30:48    47.8279;  10.0266;  283.177;
13:30:51    47.826;  10.0165;  283.166;
13:30:55    47.8288;  10.0313;  283.181;
13:30:58    47.8286;  10.0304;  283.18;
13:31:02    47.8272;  10.0227;  283.173;
13:31:05    47.8237;  10.0037;  283.154;
13:31:09    47.8257;  10.0147;  283.165;
13:31:12    47.8235;  10.0024;  283.152;
13:31:15    47.8256;  10.0138;  283.164;
13:31:19    47.8282;  10.0283;  283.178;
13:31:22    47.8266;  10.0194;  283.169;
13:31:26    47.8286;  10.0306;  283.181;
13:31:29    47.8279;  10.0268;  283.177;
13:31:33    47.8255;  10.0135;  283.164;
13:31:36    47.8263;  10.018;  283.168;
13:31:39    47.8259;  10.0158;  283.166;
13:31:43    47.8265;  10.0188;  283.169;
13:31:46    47.8273;  10.0232;  283.173;
13:31:50    47.8268;  10.0206;  283.171;
13:31:53    47.827;  10.0217;  283.172;
13:31:56    47.8273;  10.0231;  283.173;
13:32:00    47.8276;  10.0251;  283.175;
13:32:03    47.8272;  10.0226;  283.173;
