time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:41:56    44.1725;  -9.99359;  263.156;
14:42:00    44.17;  -10.0075;  263.143;
14:42:03    44.1717;  -9.99796;  263.152;
14:42:07    44.172;  -9.99651;  263.153;
14:42:10    44.1738;  -9.98631;  263.164;
14:42:13    44.1721;  -9.99587;  263.154;
14:42:17    44.1731;  -9.99045;  263.16;
14:42:20    44.1722;  -9.99509;  263.155;
14:42:24    44.1718;  -9.99735;  263.153;
14:42:27    44.1731;  -9.9905;  263.16;
14:42:31    44.1718;  -9.99747;  263.153;
14:42:34    44.1702;  -10.006;  263.144;
14:42:37    44.1725;  -9.99348;  263.157;
14:42:41    44.171;  -10.0019;  263.148;
14:42:44    44.1717;  -9.99782;  263.152;
14:42:48    44.1697;  -10.009;  263.141;
14:42:51    44.1701;  -10.0066;  263.143;
14:42:55    44.1726;  -9.99321;  263.157;
14:42:58    44.1715;  -9.99914;  263.151;
14:43:01    44.1712;  -10.0005;  263.149;
14:43:05    44.1702;  -10.0063;  263.144;
14:43:08    44.1719;  -9.99688;  263.153;
14:43:12    44.1722;  -9.99496;  263.155;
14:43:15    44.1707;  -10.0036;  263.146;
14:43:18    44.1722;  -9.99514;  263.155;
14:43:22    44.1727;  -9.9925;  263.158;
14:43:25    44.1707;  -10.0037;  263.146;
14:43:29    44.1712;  -10.0007;  263.149;
14:43:32    44.1717;  -9.99788;  263.152;
14:43:36    44.1708;  -10.0031;  263.147;
14:43:39    44.1724;  -9.99389;  263.156;
14:43:42    44.1709;  -10.0022;  263.148;
14:43:46    44.1716;  -9.99854;  263.151;
14:43:49    44.1718;  -9.99758;  263.152;
14:43:53    44.1721;  -9.99576;  263.154;
14:43:56    44.1711;  -10.0014;  263.149;
14:43:59    44.1712;  -10.0009;  263.149;
14:44:03    44.1706;  -10.004;  263.146;
14:44:06    44.1703;  -10.0054;  263.145;
14:44:10    44.1714;  -9.99947;  263.151;
14:44:13    44.1713;  -10.0001;  263.15;
14:44:17    44.1712;  -10.0008;  263.149;
14:44:20    44.1709;  -10.0023;  263.148;
14:44:23    44.1704;  -10.0051;  263.145;
14:44:27    44.1719;  -9.99711;  263.153;
14:44:30    44.1719;  -9.99663;  263.153;
