time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:09:26    47.8271;  10.0222;  283.172;
14:09:29    47.8264;  10.0184;  283.168;
14:09:33    47.828;  10.0273;  283.177;
14:09:36    47.828;  10.0274;  283.177;
14:09:40    47.8278;  10.0258;  283.176;
14:09:43    47.8289;  10.0318;  283.182;
14:09:47    47.827;  10.0219;  283.172;
14:09:50    47.8269;  10.0209;  283.171;
14:09:53    47.8255;  10.0134;  283.163;
14:09:57    47.8279;  10.0265;  283.176;
14:10:00    47.8271;  10.0222;  283.172;
14:10:04    47.8278;  10.0261;  283.176;
14:10:07    47.8254;  10.0131;  283.163;
14:10:10    47.8283;  10.0288;  283.179;
14:10:14    47.8267;  10.0198;  283.17;
14:10:17    47.826;  10.0163;  283.166;
14:10:21    47.8259;  10.0158;  283.166;
14:10:24    47.8269;  10.0214;  283.171;
14:10:28    47.8289;  10.0321;  283.182;
14:10:31    47.827;  10.0217;  283.172;
14:10:34    47.8262;  10.0171;  283.167;
14:10:38    47.8267;  10.0198;  283.17;
14:10:41    47.8256;  10.014;  283.164;
14:10:45    47.8274;  10.024;  283.174;
14:10:48    47.8274;  10.0241;  283.174;
14:10:51    47.8274;  10.024;  283.174;
14:10:55    47.829;  10.0327;  283.183;
14:10:58    47.8281;  10.0276;  283.178;
14:11:02    47.8259;  10.0154;  283.165;
14:11:05    47.8277;  10.0256;  283.176;
14:11:09    47.8275;  10.0244;  283.174;
14:11:12    47.8262;  10.0175;  283.167;
14:11:16    47.8258;  10.0151;  283.165;
14:11:19    47.827;  10.0217;  283.172;
14:11:22    47.8278;  10.0259;  283.176;
14:11:26    47.8261;  10.0165;  283.166;
14:11:29    47.8244;  10.0072;  283.157;
14:11:33    47.8259;  10.0159;  283.166;
14:11:36    47.8257;  10.0145;  283.164;
14:11:39    47.8262;  10.017;  283.167;
14:11:43    47.8258;  10.015;  283.165;
14:11:46    47.8265;  10.0188;  283.169;
14:11:50    47.8268;  10.0205;  283.17;
14:11:53    47.8285;  10.0299;  283.18;
14:11:57    47.8262;  10.0172;  283.167;
14:12:00    47.8248;  10.0097;  283.16;
14:12:04    47.8273;  10.0234;  283.173;
14:12:07    47.8253;  10.0121;  283.162;
14:12:10    47.8265;  10.0191;  283.169;
14:12:14    47.8285;  10.0297;  283.18;
14:12:17    47.8262;  10.0173;  283.167;
