time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:34:46    47.8183;  9.974;  283.124;
15:34:49    47.817;  9.96691;  283.117;
15:34:53    47.8187;  9.97608;  283.126;
15:34:56    47.8171;  9.96747;  283.117;
15:34:59    47.8163;  9.96307;  283.113;
15:35:03    47.8166;  9.9645;  283.114;
15:35:06    47.8181;  9.97262;  283.123;
15:35:10    47.8171;  9.96712;  283.117;
15:35:13    47.8171;  9.9674;  283.117;
15:35:16    47.8177;  9.97064;  283.121;
15:35:20    47.8187;  9.97601;  283.126;
15:35:23    47.8179;  9.97186;  283.122;
15:35:27    47.816;  9.96146;  283.111;
15:35:30    47.8168;  9.96563;  283.116;
15:35:34    47.8176;  9.97;  283.12;
15:35:37    47.8182;  9.97314;  283.123;
15:35:40    47.8166;  9.9648;  283.115;
15:35:44    47.819;  9.97774;  283.128;
15:35:47    47.8167;  9.96502;  283.115;
15:35:51    47.8182;  9.97343;  283.123;
15:35:54    47.8172;  9.96763;  283.118;
15:35:58    47.8174;  9.96903;  283.119;
15:36:01    47.8176;  9.96983;  283.12;
15:36:04    47.8182;  9.97317;  283.123;
15:36:08    47.8173;  9.96846;  283.118;
15:36:11    47.8167;  9.96494;  283.115;
15:36:15    47.816;  9.96138;  283.111;
15:36:18    47.8174;  9.96884;  283.119;
15:36:22    47.8177;  9.97068;  283.121;
15:36:25    47.8156;  9.95923;  283.109;
15:36:28    47.8156;  9.95922;  283.109;
15:36:32    47.8163;  9.96293;  283.113;
15:36:35    47.8174;  9.96908;  283.119;
15:36:39    47.8173;  9.96853;  283.119;
15:36:42    47.817;  9.96692;  283.117;
15:36:46    47.8182;  9.97344;  283.123;
15:36:49    47.8171;  9.96742;  283.117;
15:36:52    47.8188;  9.97655;  283.127;
15:36:56    47.818;  9.97234;  283.122;
15:36:59    47.8158;  9.96042;  283.11;
15:37:03    47.8169;  9.96631;  283.116;
15:37:06    47.817;  9.9666;  283.117;
15:37:10    47.8149;  9.95519;  283.105;
15:37:13    47.816;  9.96099;  283.111;
15:37:16    47.8154;  9.95782;  283.108;
15:37:20    47.8181;  9.97281;  283.123;
15:37:23    47.8167;  9.96501;  283.115;
15:37:27    47.8164;  9.96341;  283.113;
