time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:57:02    44.1733;  -9.98901;  263.161;
14:57:06    44.1752;  -9.97869;  263.171;
14:57:09    44.1739;  -9.98601;  263.164;
14:57:12    44.1733;  -9.98909;  263.161;
14:57:16    44.1743;  -9.98355;  263.166;
14:57:19    44.1756;  -9.97668;  263.173;
14:57:23    44.174;  -9.98546;  263.165;
14:57:26    44.1715;  -9.99886;  263.151;
14:57:30    44.173;  -9.99077;  263.159;
14:57:33    44.1709;  -10.0025;  263.147;
14:57:36    44.1721;  -9.99585;  263.154;
14:57:40    44.1728;  -9.99168;  263.158;
14:57:43    44.1757;  -9.97625;  263.174;
14:57:47    44.174;  -9.98516;  263.165;
14:57:50    44.1731;  -9.99015;  263.16;
14:57:53    44.1745;  -9.98281;  263.167;
14:57:57    44.1741;  -9.98503;  263.165;
14:58:00    44.1739;  -9.98605;  263.164;
14:58:04    44.1729;  -9.99129;  263.159;
14:58:07    44.1735;  -9.98834;  263.162;
14:58:11    44.1737;  -9.98721;  263.163;
14:58:14    44.1753;  -9.97851;  263.171;
14:58:18    44.1733;  -9.98944;  263.161;
14:58:21    44.1736;  -9.98743;  263.163;
14:58:24    44.175;  -9.98002;  263.17;
14:58:28    44.1725;  -9.99375;  263.156;
14:58:31    44.1742;  -9.98432;  263.166;
14:58:35    44.1729;  -9.99125;  263.159;
14:58:38    44.172;  -9.99607;  263.154;
14:58:41    44.1738;  -9.98635;  263.164;
14:58:45    44.175;  -9.9798;  263.17;
14:58:48    44.1726;  -9.99284;  263.157;
14:58:52    44.1732;  -9.98995;  263.16;
14:58:55    44.1736;  -9.98754;  263.162;
14:58:58    44.1732;  -9.98986;  263.16;
14:59:02    44.1737;  -9.98693;  263.163;
14:59:05    44.174;  -9.98567;  263.164;
14:59:09    44.1727;  -9.99264;  263.157;
14:59:12    44.1717;  -9.99822;  263.152;
14:59:16    44.1746;  -9.98232;  263.168;
14:59:19    44.1739;  -9.98603;  263.164;
14:59:23    44.1737;  -9.98681;  263.163;
14:59:26    44.1735;  -9.98835;  263.162;
14:59:29    44.1736;  -9.98749;  263.163;
14:59:33    44.1743;  -9.9837;  263.166;
14:59:36    44.1743;  -9.98369;  263.166;
14:59:40    44.1729;  -9.99157;  263.158;
14:59:43    44.1727;  -9.99244;  263.158;
14:59:46    44.1738;  -9.98638;  263.164;
