time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:07:18    44.193;  -9.88146;  263.269;
13:07:22    44.1926;  -9.88396;  263.266;
13:07:25    44.1917;  -9.88885;  263.261;
13:07:29    44.1941;  -9.87561;  263.274;
13:07:32    44.1923;  -9.88573;  263.264;
13:07:35    44.191;  -9.89232;  263.258;
13:07:39    44.1915;  -9.88975;  263.26;
13:07:42    44.191;  -9.89264;  263.257;
13:07:46    44.191;  -9.89268;  263.257;
13:07:49    44.1937;  -9.87804;  263.272;
13:07:52    44.1923;  -9.88545;  263.265;
13:07:56    44.1934;  -9.87924;  263.271;
13:07:59    44.1921;  -9.88679;  263.263;
13:08:03    44.1907;  -9.89419;  263.256;
13:08:06    44.1919;  -9.88748;  263.263;
13:08:10    44.1909;  -9.89295;  263.257;
13:08:13    44.1927;  -9.88321;  263.267;
13:08:16    44.1924;  -9.88495;  263.265;
13:08:20    44.1921;  -9.8868;  263.263;
13:08:23    44.1921;  -9.88648;  263.264;
13:08:27    44.1914;  -9.89059;  263.259;
13:08:30    44.1902;  -9.89704;  263.253;
13:08:34    44.1918;  -9.88794;  263.262;
13:08:37    44.1922;  -9.88602;  263.264;
13:08:40    44.1923;  -9.88557;  263.264;
13:08:44    44.1925;  -9.88426;  263.266;
13:08:47    44.1908;  -9.89375;  263.256;
13:08:51    44.1913;  -9.89075;  263.259;
13:08:54    44.1909;  -9.89338;  263.257;
13:08:57    44.1919;  -9.88777;  263.262;
13:09:01    44.1904;  -9.89566;  263.254;
13:09:04    44.1898;  -9.89899;  263.251;
13:09:08    44.1913;  -9.89084;  263.259;
13:09:11    44.1926;  -9.88366;  263.266;
13:09:15    44.191;  -9.89283;  263.257;
13:09:18    44.1923;  -9.88529;  263.265;
13:09:21    44.192;  -9.88712;  263.263;
13:09:25    44.1926;  -9.88386;  263.266;
13:09:28    44.192;  -9.88714;  263.263;
13:09:32    44.1924;  -9.88478;  263.265;
13:09:35    44.1895;  -9.90098;  263.249;
13:09:38    44.1915;  -9.88998;  263.26;
13:09:42    44.19;  -9.89798;  263.252;
13:09:45    44.1906;  -9.89486;  263.255;
13:09:49    44.1917;  -9.88871;  263.261;
13:09:52    44.1899;  -9.89843;  263.252;
