time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:37:02    47.828;  10.027;  283.177;
13:37:05    47.8275;  10.0242;  283.174;
13:37:09    47.827;  10.0215;  283.171;
13:37:12    47.828;  10.0273;  283.177;
13:37:16    47.8273;  10.0233;  283.173;
13:37:19    47.8281;  10.028;  283.178;
13:37:22    47.8263;  10.0176;  283.168;
13:37:26    47.824;  10.0053;  283.155;
13:37:29    47.8258;  10.0152;  283.165;
13:37:33    47.8247;  10.0091;  283.159;
13:37:36    47.8239;  10.0044;  283.154;
13:37:40    47.8271;  10.0224;  283.172;
13:37:43    47.827;  10.0219;  283.172;
13:37:46    47.8279;  10.0265;  283.177;
13:37:50    47.8273;  10.0234;  283.173;
13:37:53    47.8279;  10.0267;  283.177;
13:37:57    47.8272;  10.0225;  283.173;
13:38:00    47.8273;  10.0231;  283.173;
13:38:04    47.8241;  10.0056;  283.156;
13:38:07    47.8257;  10.0148;  283.165;
13:38:11    47.826;  10.016;  283.166;
13:38:14    47.8265;  10.0189;  283.169;
13:38:17    47.8267;  10.0202;  283.17;
13:38:21    47.8273;  10.0233;  283.173;
13:38:24    47.8262;  10.0175;  283.167;
13:38:28    47.8275;  10.0245;  283.175;
13:38:31    47.8253;  10.0125;  283.163;
13:38:34    47.8265;  10.0191;  283.169;
13:38:38    47.8263;  10.0179;  283.168;
13:38:41    47.8266;  10.0195;  283.17;
13:38:45    47.824;  10.0051;  283.155;
13:38:48    47.8278;  10.0261;  283.176;
13:38:51    47.8271;  10.0221;  283.172;
13:38:55    47.8268;  10.0203;  283.17;
13:38:58    47.8278;  10.0263;  283.176;
13:39:02    47.8271;  10.0221;  283.172;
13:39:05    47.828;  10.027;  283.177;
13:39:08    47.8261;  10.0165;  283.167;
13:39:12    47.8272;  10.023;  283.173;
13:39:15    47.827;  10.0217;  283.172;
13:39:19    47.8287;  10.0308;  283.181;
13:39:22    47.8265;  10.0188;  283.169;
13:39:26    47.8279;  10.0268;  283.177;
13:39:29    47.829;  10.0327;  283.183;
13:39:32    47.8284;  10.0294;  283.179;
13:39:36    47.8281;  10.0278;  283.178;
13:39:39    47.8258;  10.0149;  283.165;
