time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:46:49    51.5161;  30.3486;  303.499;
15:46:53    51.5181;  30.3596;  303.51;
15:46:56    51.5156;  30.3458;  303.496;
15:47:00    51.5171;  30.3538;  303.504;
15:47:03    51.5166;  30.3514;  303.501;
15:47:07    51.5151;  30.3431;  303.493;
15:47:10    51.5167;  30.3517;  303.502;
15:47:13    51.515;  30.3423;  303.492;
15:47:17    51.5153;  30.3441;  303.494;
15:47:20    51.5153;  30.3439;  303.494;
15:47:24    51.5158;  30.3466;  303.497;
15:47:27    51.517;  30.3535;  303.503;
15:47:30    51.5179;  30.3586;  303.509;
15:47:34    51.5188;  30.3634;  303.513;
15:47:37    51.5156;  30.346;  303.496;
15:47:41    51.5162;  30.3491;  303.499;
15:47:44    51.5146;  30.3405;  303.49;
15:47:48    51.5158;  30.3471;  303.497;
15:47:51    51.5157;  30.3464;  303.496;
15:47:54    51.5159;  30.3475;  303.498;
15:47:58    51.518;  30.3589;  303.509;
15:48:01    51.5168;  30.3522;  303.502;
15:48:05    51.5134;  30.3334;  303.483;
15:48:08    51.5159;  30.3474;  303.497;
15:48:11    51.5152;  30.3435;  303.493;
15:48:15    51.516;  30.3477;  303.498;
15:48:18    51.5165;  30.3508;  303.501;
15:48:22    51.5165;  30.3505;  303.5;
15:48:25    51.514;  30.3369;  303.487;
15:48:29    51.5146;  30.3403;  303.49;
15:48:32    51.5161;  30.3484;  303.498;
15:48:35    51.5144;  30.3388;  303.489;
15:48:39    51.5159;  30.3474;  303.497;
15:48:42    51.5158;  30.3468;  303.497;
15:48:46    51.5173;  30.3552;  303.505;
15:48:49    51.5132;  30.3323;  303.482;
15:48:53    51.5168;  30.3522;  303.502;
15:48:56    51.5159;  30.3471;  303.497;
15:49:00    51.5142;  30.3377;  303.488;
15:49:03    51.5172;  30.3546;  303.505;
15:49:06    51.5169;  30.3531;  303.503;
15:49:10    51.5147;  30.3408;  303.491;
15:49:13    51.5149;  30.342;  303.492;
15:49:17    51.5162;  30.349;  303.499;
