time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:17:37    51.4899;  30.2037;  303.354;
11:17:40    51.4938;  30.2252;  303.375;
11:17:44    51.4932;  30.2219;  303.372;
11:17:47    51.4904;  30.2066;  303.357;
11:17:50    51.4922;  30.2163;  303.366;
11:17:54    51.4911;  30.2105;  303.36;
11:17:57    51.4934;  30.2228;  303.373;
11:18:01    51.4913;  30.2113;  303.361;
11:18:04    51.4907;  30.2083;  303.358;
11:18:08    51.4906;  30.2073;  303.357;
11:18:11    51.4911;  30.2106;  303.361;
11:18:14    51.4906;  30.2077;  303.358;
11:18:18    51.4923;  30.217;  303.367;
11:18:21    51.4909;  30.209;  303.359;
11:18:25    51.493;  30.2211;  303.371;
11:18:28    51.4915;  30.2123;  303.362;
11:18:31    51.4898;  30.2034;  303.353;
11:18:35    51.4907;  30.2079;  303.358;
11:18:38    51.4918;  30.2143;  303.364;
11:18:42    51.4904;  30.2065;  303.356;
11:18:45    51.492;  30.2151;  303.365;
11:18:49    51.4936;  30.224;  303.374;
11:18:52    51.4908;  30.2084;  303.358;
11:18:56    51.4903;  30.2056;  303.356;
11:18:59    51.4911;  30.2103;  303.36;
11:19:02    51.4922;  30.2164;  303.366;
11:19:06    51.4918;  30.2141;  303.364;
11:19:09    51.4914;  30.2123;  303.362;
11:19:13    51.4929;  30.2206;  303.371;
11:19:16    51.493;  30.2208;  303.371;
11:19:20    51.4926;  30.2187;  303.369;
11:19:23    51.4916;  30.2133;  303.363;
11:19:26    51.4912;  30.2108;  303.361;
11:19:30    51.4912;  30.2108;  303.361;
11:19:33    51.4903;  30.206;  303.356;
11:19:37    51.4895;  30.2015;  303.352;
11:19:40    51.4917;  30.2134;  303.363;
11:19:43    51.4923;  30.2168;  303.367;
11:19:47    51.4906;  30.2077;  303.358;
11:19:50    51.4905;  30.2068;  303.357;
11:19:54    51.4898;  30.2033;  303.353;
11:19:57    51.4908;  30.2086;  303.359;
11:20:00    51.4901;  30.2048;  303.355;
11:20:04    51.4929;  30.22;  303.37;
11:20:07    51.4933;  30.2227;  303.373;
11:20:11    51.4931;  30.2212;  303.371;
11:20:14    51.4926;  30.2184;  303.368;
