time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:59:29    47.8263;  10.0176;  283.168;
13:59:33    47.828;  10.0273;  283.177;
13:59:36    47.826;  10.0159;  283.166;
13:59:39    47.8279;  10.0265;  283.177;
13:59:43    47.8271;  10.0223;  283.172;
13:59:46    47.8274;  10.0237;  283.174;
13:59:50    47.8276;  10.0252;  283.175;
13:59:53    47.8272;  10.023;  283.173;
13:59:56    47.8268;  10.0207;  283.171;
14:00:00    47.8261;  10.0166;  283.167;
14:00:04    47.8281;  10.0275;  283.178;
14:00:07    47.829;  10.0325;  283.183;
14:00:10    47.8279;  10.0269;  283.177;
14:00:14    47.8274;  10.024;  283.174;
14:00:17    47.8273;  10.0235;  283.174;
14:00:21    47.8279;  10.0266;  283.177;
14:00:24    47.8274;  10.024;  283.174;
14:00:28    47.827;  10.0217;  283.172;
14:00:31    47.8283;  10.0289;  283.179;
14:00:34    47.8274;  10.0237;  283.174;
14:00:38    47.8281;  10.0277;  283.178;
14:00:41    47.8283;  10.0289;  283.179;
14:00:45    47.827;  10.0218;  283.172;
14:00:48    47.8269;  10.0211;  283.171;
14:00:51    47.827;  10.0219;  283.172;
14:00:55    47.8276;  10.0251;  283.175;
14:00:58    47.8252;  10.012;  283.162;
14:01:02    47.8288;  10.0314;  283.181;
14:01:05    47.8261;  10.0166;  283.167;
14:01:08    47.8286;  10.0307;  283.181;
14:01:12    47.8277;  10.0255;  283.176;
14:01:15    47.8265;  10.0187;  283.169;
14:01:19    47.8277;  10.0258;  283.176;
14:01:22    47.829;  10.0329;  283.183;
14:01:26    47.8282;  10.0282;  283.178;
14:01:29    47.8273;  10.0232;  283.173;
14:01:32    47.8263;  10.0178;  283.168;
14:01:36    47.8279;  10.0267;  283.177;
14:01:39    47.8271;  10.022;  283.172;
14:01:43    47.8264;  10.0184;  283.168;
14:01:46    47.8276;  10.025;  283.175;
14:01:50    47.8274;  10.0238;  283.174;
14:01:53    47.8287;  10.0309;  283.181;
14:01:56    47.8281;  10.0278;  283.178;
14:02:00    47.8275;  10.0244;  283.174;
14:02:03    47.8274;  10.0236;  283.174;
14:02:07    47.8264;  10.0186;  283.169;
14:02:10    47.8252;  10.0117;  283.162;
14:02:14    47.8284;  10.0293;  283.179;
14:02:17    47.8269;  10.0211;  283.171;
14:02:20    47.8282;  10.028;  283.178;
