time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:32:46    44.1818;  -9.94307;  263.207;
12:32:49    44.182;  -9.94193;  263.208;
12:32:53    44.1845;  -9.92786;  263.222;
12:32:56    44.1817;  -9.94342;  263.207;
12:33:00    44.1804;  -9.95027;  263.2;
12:33:03    44.1836;  -9.93296;  263.217;
12:33:06    44.1817;  -9.9436;  263.206;
12:33:10    44.1807;  -9.94885;  263.201;
12:33:13    44.181;  -9.94705;  263.203;
12:33:17    44.1816;  -9.94413;  263.206;
12:33:20    44.1826;  -9.93829;  263.212;
12:33:24    44.1811;  -9.9464;  263.204;
12:33:27    44.1799;  -9.95323;  263.197;
12:33:31    44.1833;  -9.93472;  263.215;
12:33:34    44.1807;  -9.9488;  263.201;
12:33:38    44.1802;  -9.9513;  263.199;
12:33:41    44.1806;  -9.94917;  263.201;
12:33:45    44.1818;  -9.94288;  263.207;
12:33:48    44.1823;  -9.94012;  263.21;
12:33:52    44.1819;  -9.9421;  263.208;
12:33:55    44.1807;  -9.94894;  263.201;
12:33:58    44.1808;  -9.94831;  263.202;
12:34:02    44.1823;  -9.9401;  263.21;
12:34:05    44.1821;  -9.94094;  263.209;
12:34:09    44.1814;  -9.94514;  263.205;
12:34:12    44.1822;  -9.94037;  263.21;
12:34:15    44.1827;  -9.93794;  263.212;
12:34:19    44.1809;  -9.94749;  263.203;
12:34:22    44.183;  -9.93626;  263.214;
12:34:26    44.1822;  -9.9408;  263.209;
12:34:29    44.1813;  -9.94569;  263.204;
12:34:33    44.1808;  -9.94852;  263.201;
12:34:36    44.1815;  -9.94445;  263.206;
12:34:39    44.1812;  -9.94588;  263.204;
12:34:43    44.182;  -9.94166;  263.208;
12:34:46    44.1813;  -9.94528;  263.205;
12:34:50    44.1784;  -9.96133;  263.189;
12:34:53    44.1811;  -9.94686;  263.203;
12:34:56    44.1792;  -9.95694;  263.193;
12:35:00    44.1802;  -9.95136;  263.199;
12:35:03    44.1813;  -9.94561;  263.204;
12:35:07    44.1817;  -9.94309;  263.207;
12:35:10    44.1817;  -9.94338;  263.207;
12:35:14    44.181;  -9.94739;  263.203;
12:35:17    44.1826;  -9.93826;  263.212;
12:35:20    44.1813;  -9.94539;  263.205;
12:35:24    44.1805;  -9.94995;  263.2;
12:35:27    44.1836;  -9.93282;  263.217;
12:35:31    44.179;  -9.95833;  263.192;
12:35:34    44.182;  -9.94188;  263.208;
12:35:37    44.1807;  -9.94885;  263.201;
12:35:41    44.182;  -9.94197;  263.208;
12:35:44    44.1814;  -9.94496;  263.205;
12:35:48    44.1801;  -9.95192;  263.198;
12:35:51    44.1801;  -9.95228;  263.198;
12:35:55    44.1818;  -9.94266;  263.207;
12:35:58    44.181;  -9.94711;  263.203;
12:36:01    44.1792;  -9.9569;  263.193;
12:36:05    44.1822;  -9.94079;  263.209;
12:36:08    44.1804;  -9.95032;  263.2;
12:36:12    44.1819;  -9.94221;  263.208;
12:36:15    44.1794;  -9.9558;  263.194;
12:36:18    44.1807;  -9.94872;  263.201;
12:36:22    44.1801;  -9.95203;  263.198;
12:36:25    44.1791;  -9.95735;  263.193;
