time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:34:57    47.8163;  9.96291;  283.113;
11:35:00    47.8181;  9.97291;  283.123;
11:35:04    47.8164;  9.96318;  283.113;
11:35:07    47.8168;  9.96543;  283.115;
11:35:11    47.8151;  9.95614;  283.106;
11:35:14    47.8143;  9.95193;  283.102;
11:35:17    47.8137;  9.94861;  283.099;
11:35:21    47.8148;  9.95441;  283.104;
11:35:24    47.8147;  9.95438;  283.104;
11:35:28    47.8135;  9.9475;  283.098;
11:35:31    47.8131;  9.94544;  283.095;
11:35:34    47.8138;  9.94934;  283.099;
11:35:38    47.815;  9.95552;  283.106;
11:35:41    47.8143;  9.95166;  283.102;
11:35:45    47.8135;  9.94771;  283.098;
11:35:48    47.8127;  9.94326;  283.093;
11:35:51    47.8147;  9.95385;  283.104;
11:35:55    47.8146;  9.9536;  283.104;
11:35:58    47.8143;  9.95181;  283.102;
11:36:02    47.8132;  9.94596;  283.096;
11:36:05    47.8145;  9.9529;  283.103;
11:36:09    47.8133;  9.9462;  283.096;
11:36:12    47.8151;  9.95644;  283.106;
11:36:15    47.8139;  9.94961;  283.1;
11:36:19    47.8143;  9.95171;  283.102;
11:36:22    47.8152;  9.95674;  283.107;
11:36:26    47.8126;  9.94276;  283.093;
11:36:29    47.8147;  9.9543;  283.104;
11:36:32    47.8128;  9.94349;  283.093;
11:36:36    47.8147;  9.95406;  283.104;
11:36:39    47.8139;  9.94985;  283.1;
11:36:43    47.8133;  9.94632;  283.096;
11:36:46    47.815;  9.95582;  283.106;
11:36:50    47.8145;  9.95281;  283.103;
11:36:53    47.8157;  9.95977;  283.11;
11:36:56    47.8145;  9.95322;  283.103;
11:37:00    47.814;  9.95011;  283.1;
11:37:03    47.8132;  9.94562;  283.096;
11:37:07    47.8143;  9.95204;  283.102;
11:37:10    47.8156;  9.95892;  283.109;
11:37:14    47.8132;  9.94604;  283.096;
11:37:17    47.815;  9.95601;  283.106;
11:37:20    47.8131;  9.94519;  283.095;
11:37:24    47.8152;  9.95692;  283.107;
11:37:27    47.8155;  9.9585;  283.108;
11:37:31    47.8142;  9.95133;  283.101;
11:37:34    47.8146;  9.95373;  283.104;
11:37:37    47.8127;  9.94287;  283.093;
11:37:41    47.8154;  9.95806;  283.108;
11:37:44    47.8154;  9.95823;  283.108;
11:37:48    47.8128;  9.94381;  283.094;
11:37:51    47.8106;  9.93136;  283.081;
11:37:54    47.8126;  9.94246;  283.092;
11:37:58    47.8156;  9.95901;  283.109;
