time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:59:42    47.8219;  9.99377;  283.144;
12:59:46    47.8231;  10.0004;  283.15;
12:59:49    47.8221;  9.99497;  283.145;
12:59:53    47.8218;  9.99333;  283.143;
12:59:56    47.8234;  10.002;  283.152;
13:00:00    47.823;  9.99994;  283.15;
13:00:03    47.8233;  10.0014;  283.151;
13:00:07    47.8218;  9.99316;  283.143;
13:00:10    47.8239;  10.0045;  283.155;
13:00:13    47.8229;  9.99915;  283.149;
13:00:17    47.8226;  9.99764;  283.148;
13:00:20    47.8228;  9.99882;  283.149;
13:00:24    47.824;  10.0054;  283.155;
13:00:27    47.8214;  9.99075;  283.141;
13:00:30    47.8219;  9.99366;  283.144;
13:00:34    47.822;  9.99419;  283.144;
13:00:37    47.8236;  10.0031;  283.153;
13:00:41    47.8235;  10.0023;  283.152;
13:00:44    47.8228;  9.9988;  283.149;
13:00:48    47.8241;  10.0059;  283.156;
13:00:51    47.8225;  9.99696;  283.147;
13:00:54    47.8215;  9.99138;  283.141;
13:00:58    47.8214;  9.99068;  283.141;
13:01:01    47.8204;  9.98537;  283.135;
13:01:05    47.8218;  9.99329;  283.143;
13:01:08    47.8209;  9.9881;  283.138;
13:01:11    47.8215;  9.99166;  283.142;
13:01:15    47.8223;  9.99612;  283.146;
13:01:18    47.8223;  9.99571;  283.146;
13:01:22    47.8229;  9.99894;  283.149;
13:01:25    47.8229;  9.99925;  283.149;
13:01:29    47.821;  9.98899;  283.139;
13:01:32    47.8228;  9.99844;  283.148;
13:01:36    47.8216;  9.99206;  283.142;
13:01:39    47.8212;  9.98979;  283.14;
13:01:42    47.8226;  9.99773;  283.148;
13:01:46    47.8218;  9.99297;  283.143;
13:01:49    47.8219;  9.99381;  283.144;
13:01:53    47.8233;  10.0011;  283.151;
13:01:56    47.8221;  9.99491;  283.145;
13:01:59    47.8209;  9.98843;  283.138;
13:02:03    47.8223;  9.99572;  283.146;
13:02:06    47.8235;  10.0023;  283.152;
13:02:10    47.8229;  9.99897;  283.149;
13:02:13    47.8233;  10.0013;  283.151;
13:02:17    47.8217;  9.99257;  283.143;
13:02:20    47.8223;  9.99572;  283.146;
13:02:23    47.8223;  9.99572;  283.146;
13:02:27    47.822;  9.99394;  283.144;
13:02:30    47.8219;  9.99354;  283.144;
13:02:34    47.8216;  9.9922;  283.142;
13:02:37    47.8216;  9.9918;  283.142;
13:02:40    47.8223;  9.99595;  283.146;
