time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:10:31    47.819;  9.97756;  283.128;
15:10:34    47.8184;  9.9745;  283.125;
15:10:37    47.8161;  9.96194;  283.112;
15:10:41    47.8165;  9.96425;  283.114;
15:10:44    47.8179;  9.97173;  283.122;
15:10:48    47.8179;  9.97172;  283.122;
15:10:51    47.8194;  9.98021;  283.13;
15:10:55    47.8163;  9.96279;  283.113;
15:10:58    47.8172;  9.96785;  283.118;
15:11:01    47.8177;  9.97059;  283.121;
15:11:05    47.817;  9.9669;  283.117;
15:11:08    47.8161;  9.96154;  283.112;
15:11:12    47.8163;  9.9629;  283.113;
15:11:15    47.8171;  9.96743;  283.117;
15:11:18    47.8155;  9.95864;  283.109;
15:11:22    47.8156;  9.95915;  283.109;
15:11:25    47.8154;  9.95818;  283.108;
15:11:29    47.8161;  9.96154;  283.112;
15:11:32    47.8179;  9.97147;  283.121;
15:11:36    47.8167;  9.96496;  283.115;
15:11:39    47.8167;  9.96527;  283.115;
15:11:42    47.8171;  9.96743;  283.117;
15:11:46    47.8163;  9.96302;  283.113;
15:11:49    47.8176;  9.96997;  283.12;
15:11:53    47.8196;  9.98104;  283.131;
15:11:56    47.8186;  9.97554;  283.126;
15:12:00    47.8175;  9.96931;  283.119;
15:12:03    47.8173;  9.96818;  283.118;
15:12:06    47.8156;  9.95932;  283.109;
15:12:10    47.8188;  9.97639;  283.126;
15:12:13    47.8169;  9.96636;  283.116;
15:12:17    47.8172;  9.96765;  283.118;
15:12:20    47.8182;  9.97361;  283.124;
15:12:24    47.8183;  9.97413;  283.124;
15:12:27    47.817;  9.96693;  283.117;
15:12:30    47.817;  9.96659;  283.117;
15:12:34    47.8167;  9.96492;  283.115;
15:12:37    47.8166;  9.9648;  283.115;
15:12:41    47.8185;  9.9751;  283.125;
15:12:44    47.817;  9.96698;  283.117;
15:12:48    47.817;  9.96685;  283.117;
15:12:51    47.8167;  9.96515;  283.115;
15:12:54    47.818;  9.97243;  283.122;
15:12:58    47.8174;  9.96905;  283.119;
15:13:01    47.818;  9.97206;  283.122;
15:13:05    47.8187;  9.97606;  283.126;
15:13:08    47.816;  9.96144;  283.111;
