time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:32:01    51.5104;  30.3173;  303.467;
12:32:04    51.5083;  30.3051;  303.455;
12:32:08    51.5085;  30.3066;  303.457;
12:32:11    51.5072;  30.2993;  303.449;
12:32:15    51.5081;  30.3041;  303.454;
12:32:18    51.506;  30.2926;  303.443;
12:32:21    51.5086;  30.3071;  303.457;
12:32:25    51.509;  30.3092;  303.459;
12:32:28    51.5075;  30.3011;  303.451;
12:32:32    51.5072;  30.2991;  303.449;
12:32:35    51.5096;  30.3124;  303.462;
12:32:38    51.5067;  30.2967;  303.447;
12:32:42    51.5066;  30.2958;  303.446;
12:32:45    51.5049;  30.2866;  303.437;
12:32:49    51.5058;  30.2917;  303.442;
12:32:52    51.5081;  30.3043;  303.454;
12:32:56    51.5068;  30.297;  303.447;
12:32:59    51.5075;  30.301;  303.451;
12:33:02    51.5083;  30.3055;  303.456;
12:33:06    51.5074;  30.3003;  303.45;
12:33:09    51.5073;  30.2999;  303.45;
12:33:13    51.5071;  30.2989;  303.449;
12:33:16    51.5115;  30.3234;  303.473;
12:33:19    51.5113;  30.3219;  303.472;
12:33:23    51.5127;  30.3296;  303.48;
12:33:26    51.5117;  30.3244;  303.474;
12:33:30    51.5093;  30.311;  303.461;
12:33:33    51.5121;  30.3263;  303.476;
12:33:37    51.5105;  30.3178;  303.468;
12:33:40    51.5114;  30.3223;  303.472;
12:33:43    51.5116;  30.3237;  303.474;
12:33:47    51.5104;  30.3172;  303.467;
12:33:50    51.5115;  30.3233;  303.473;
12:33:54    51.5127;  30.3296;  303.48;
12:33:57    51.5089;  30.3088;  303.459;
12:34:00    51.5114;  30.3226;  303.473;
12:34:04    51.5116;  30.3237;  303.474;
12:34:07    51.51;  30.3148;  303.465;
12:34:11    51.5103;  30.3167;  303.467;
12:34:14    51.5101;  30.3153;  303.465;
12:34:18    51.5123;  30.3277;  303.478;
12:34:21    51.5113;  30.322;  303.472;
12:34:25    51.5113;  30.322;  303.472;
12:34:28    51.5114;  30.3225;  303.472;
12:34:31    51.511;  30.3201;  303.47;
12:34:35    51.5109;  30.3195;  303.47;
