time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:36:03    51.5014;  30.2674;  303.417;
14:36:06    51.5003;  30.2613;  303.411;
14:36:09    51.5019;  30.2702;  303.42;
14:36:13    51.5008;  30.2642;  303.414;
14:36:16    51.501;  30.2651;  303.415;
14:36:20    51.5009;  30.2643;  303.414;
14:36:23    51.5;  30.2595;  303.41;
14:36:26    51.5018;  30.2693;  303.419;
14:36:30    51.5;  30.2595;  303.41;
14:36:33    51.5028;  30.2753;  303.425;
14:36:37    51.5018;  30.2696;  303.42;
14:36:40    51.5019;  30.2701;  303.42;
14:36:44    51.501;  30.2653;  303.415;
14:36:47    51.5033;  30.278;  303.428;
14:36:50    51.5005;  30.2624;  303.412;
14:36:54    51.5017;  30.269;  303.419;
14:36:57    51.5004;  30.2618;  303.412;
14:37:01    51.5027;  30.2746;  303.425;
14:37:04    51.5027;  30.2743;  303.424;
14:37:08    51.4999;  30.2589;  303.409;
14:37:11    51.501;  30.2649;  303.415;
14:37:15    51.5009;  30.2645;  303.415;
14:37:18    51.5007;  30.2635;  303.414;
14:37:21    51.4996;  30.2574;  303.407;
14:37:25    51.5001;  30.26;  303.41;
14:37:28    51.5008;  30.2642;  303.414;
14:37:32    51.5028;  30.275;  303.425;
14:37:35    51.5022;  30.2717;  303.422;
14:37:39    51.5008;  30.2642;  303.414;
14:37:42    51.5032;  30.277;  303.427;
14:37:45    51.5024;  30.2727;  303.423;
14:37:49    51.5014;  30.2675;  303.418;
14:37:52    51.5008;  30.2642;  303.414;
14:37:56    51.5012;  30.2663;  303.416;
14:37:59    51.5009;  30.2645;  303.414;
14:38:02    51.5004;  30.2616;  303.412;
14:38:06    51.501;  30.2651;  303.415;
14:38:09    51.5015;  30.2679;  303.418;
14:38:13    51.4997;  30.2581;  303.408;
14:38:16    51.502;  30.2706;  303.421;
14:38:20    51.503;  30.2763;  303.426;
14:38:23    51.5017;  30.2688;  303.419;
14:38:26    51.5009;  30.2647;  303.415;
14:38:30    51.5028;  30.275;  303.425;
14:38:33    51.5022;  30.2718;  303.422;
14:38:37    51.5011;  30.2654;  303.415;
