time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:28:38    51.5132;  30.3326;  303.483;
13:28:41    51.5139;  30.3362;  303.486;
13:28:44    51.5128;  30.3304;  303.48;
13:28:48    51.5138;  30.3359;  303.486;
13:28:51    51.5137;  30.335;  303.485;
13:28:55    51.515;  30.3424;  303.492;
13:28:58    51.5149;  30.3417;  303.492;
13:29:02    51.5145;  30.3395;  303.49;
13:29:05    51.513;  30.3313;  303.481;
13:29:08    51.5144;  30.3388;  303.489;
13:29:12    51.5136;  30.3347;  303.485;
13:29:15    51.5143;  30.3384;  303.488;
13:29:19    51.516;  30.3477;  303.498;
13:29:22    51.5152;  30.3433;  303.493;
13:29:25    51.5123;  30.3272;  303.477;
13:29:29    51.515;  30.3423;  303.492;
13:29:33    51.512;  30.3258;  303.476;
13:29:36    51.5139;  30.3361;  303.486;
13:29:39    51.5156;  30.3456;  303.496;
13:29:43    51.5125;  30.3287;  303.479;
13:29:46    51.5124;  30.328;  303.478;
13:29:50    51.5138;  30.3358;  303.486;
13:29:53    51.5117;  30.3242;  303.474;
13:29:56    51.5141;  30.3375;  303.488;
13:30:00    51.5129;  30.3306;  303.481;
13:30:03    51.512;  30.3259;  303.476;
13:30:07    51.5127;  30.3295;  303.479;
13:30:10    51.5136;  30.3347;  303.485;
13:30:14    51.5117;  30.3241;  303.474;
13:30:17    51.5132;  30.3326;  303.483;
13:30:20    51.514;  30.3366;  303.487;
13:30:24    51.5118;  30.3249;  303.475;
13:30:27    51.5116;  30.3238;  303.474;
13:30:31    51.5139;  30.3365;  303.486;
13:30:34    51.5124;  30.3281;  303.478;
13:30:37    51.5113;  30.322;  303.472;
13:30:41    51.5119;  30.3255;  303.475;
13:30:44    51.5111;  30.3206;  303.471;
13:30:48    51.5118;  30.325;  303.475;
13:30:51    51.5129;  30.3308;  303.481;
13:30:54    51.5115;  30.3231;  303.473;
13:30:58    51.513;  30.3315;  303.481;
13:31:01    51.5124;  30.328;  303.478;
13:31:05    51.513;  30.3316;  303.482;
13:31:08    51.5132;  30.3327;  303.483;
13:31:12    51.5115;  30.3233;  303.473;
13:31:15    51.5128;  30.33;  303.48;
13:31:18    51.5122;  30.3269;  303.477;
13:31:22    51.5139;  30.3361;  303.486;
13:31:25    51.5136;  30.3345;  303.484;
13:31:29    51.5127;  30.3295;  303.479;
13:31:32    51.5138;  30.3358;  303.486;
13:31:36    51.5125;  30.3284;  303.478;
13:31:39    51.5118;  30.3248;  303.475;
13:31:42    51.5138;  30.3355;  303.486;
13:31:46    51.515;  30.3425;  303.492;
13:31:49    51.5145;  30.3399;  303.49;
