time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:00:21    47.8171;  9.96754;  283.118;
15:00:25    47.8174;  9.9688;  283.119;
15:00:28    47.817;  9.96674;  283.117;
15:00:32    47.8181;  9.97297;  283.123;
15:00:35    47.8172;  9.96778;  283.118;
15:00:39    47.8159;  9.96051;  283.111;
15:00:42    47.8168;  9.96549;  283.115;
15:00:46    47.8182;  9.97324;  283.123;
15:00:49    47.8155;  9.95836;  283.108;
15:00:52    47.8185;  9.97477;  283.125;
15:00:56    47.8175;  9.96932;  283.119;
15:00:59    47.816;  9.96115;  283.111;
15:01:03    47.8175;  9.96975;  283.12;
15:01:06    47.8171;  9.96738;  283.117;
15:01:09    47.8156;  9.95914;  283.109;
15:01:13    47.8166;  9.96432;  283.114;
15:01:16    47.8179;  9.97192;  283.122;
15:01:20    47.8161;  9.96184;  283.112;
15:01:23    47.8162;  9.9623;  283.112;
15:01:27    47.8177;  9.97075;  283.121;
15:01:30    47.8162;  9.96218;  283.112;
15:01:33    47.8166;  9.96455;  283.115;
15:01:37    47.817;  9.96658;  283.117;
15:01:40    47.8162;  9.96253;  283.113;
15:01:44    47.8171;  9.96704;  283.117;
15:01:47    47.8172;  9.96767;  283.118;
15:01:50    47.8165;  9.96402;  283.114;
15:01:54    47.8169;  9.96597;  283.116;
15:01:57    47.8177;  9.97064;  283.121;
15:02:01    47.8151;  9.9564;  283.106;
15:02:04    47.8169;  9.96592;  283.116;
15:02:08    47.8169;  9.9664;  283.116;
15:02:11    47.8169;  9.96606;  283.116;
15:02:14    47.8164;  9.96326;  283.113;
15:02:18    47.816;  9.96147;  283.111;
15:02:21    47.8146;  9.95374;  283.104;
15:02:25    47.8142;  9.95148;  283.101;
15:02:28    47.8145;  9.95314;  283.103;
15:02:32    47.8134;  9.94715;  283.097;
15:02:35    47.8132;  9.94586;  283.096;
15:02:38    47.8157;  9.95952;  283.11;
15:02:42    47.8141;  9.95096;  283.101;
15:02:45    47.8142;  9.95152;  283.102;
15:02:49    47.8148;  9.95456;  283.105;
15:02:52    47.8154;  9.95782;  283.108;
15:02:56    47.8156;  9.95882;  283.109;
15:02:59    47.8148;  9.95461;  283.105;
